Dataset,Resample,Classifier,Accuracy,BalancedAccuracy,LogLoss,ROCAUC,F1
Ham,25,extra_trees,0.8761904761904762,0.8747276688453158,0.4281744117827413,0.9094045025417574,0.865979381443299
Ham,25,random_forest,0.8571428571428571,0.855119825708061,0.4163446448724495,0.9250181554103123,0.8421052631578947
Ham,25,ridge,0.7428571428571429,0.7391067538126361,9.26836801434441,0.7391067538126361,0.6966292134831461
Ham,26,extra_trees,0.8666666666666667,0.866557734204793,0.41345283365268354,0.9424473493100944,0.8627450980392157
Ham,26,random_forest,0.8857142857142857,0.8856209150326797,0.42183157020850076,0.9438997821350762,0.8823529411764706
Ham,26,ridge,0.6285714285714286,0.630718954248366,13.387642687386371,0.630718954248366,0.6486486486486487
Ham,27,extra_trees,0.9047619047619048,0.9035947712418301,0.4018672625511782,0.9507988380537399,0.8979591836734694
Ham,27,random_forest,0.8952380952380953,0.8927015250544663,0.4173591205418668,0.9384531590413943,0.8817204301075269
Ham,27,ridge,0.7523809523809524,0.7494553376906319,8.925095124924248,0.7494553376906318,0.717391304347826
Ham,28,extra_trees,0.8571428571428571,0.8567538126361656,0.41549882697877677,0.9310094408133623,0.8514851485148515
Ham,28,random_forest,0.8952380952380953,0.8954248366013071,0.40678522459690897,0.9515250544662309,0.8932038834951457
Ham,28,ridge,0.7523809523809524,0.7510893246187365,8.925095124924246,0.7510893246187363,0.7346938775510204
Ham,29,extra_trees,0.8857142857142857,0.8856209150326797,0.40632031058293366,0.9431735657225854,0.8823529411764706
Ham,29,random_forest,0.8857142857142857,0.8856209150326797,0.42255177254470017,0.9438997821350762,0.8823529411764706
Ham,29,ridge,0.7428571428571429,0.7407407407407407,9.26836801434441,0.7407407407407409,0.7157894736842105
HandOutlines,0,extra_trees,0.9243243243243243,0.9128834745090575,0.2289417321510737,0.9611846070873387,0.8923076923076924
HandOutlines,0,random_forest,0.9135135135135135,0.9027949620887663,0.2410654906668103,0.959756987405222,0.8778625954198473
HandOutlines,0,ridge,0.8810810810810811,0.8543827924240982,4.286272294922039,0.8543827924240982,0.8211382113821138
HandOutlines,1,extra_trees,0.9432432432432433,0.9309507947082897,0.19902442991199976,0.9794581390184322,0.9182879377431906
HandOutlines,1,random_forest,0.9432432432432433,0.9309507947082897,0.20458341503620792,0.9759049522540528,0.9182879377431906
HandOutlines,1,ridge,0.9324324324324325,0.9142635068684369,2.435381985751159,0.9142635068684369,0.900398406374502
HandOutlines,2,extra_trees,0.918918918918919,0.9004155959519051,0.22888310044292376,0.9700992988801117,0.8809523809523809
HandOutlines,2,random_forest,0.9081081081081082,0.8919767773865042,0.23745032955474477,0.9674502712477396,0.8671875
HandOutlines,2,ridge,0.8891891891891892,0.8590622124932584,3.9940264566319,0.8590622124932583,0.8298755186721992
HandOutlines,3,extra_trees,0.9162162162162162,0.8917071158909933,0.2292095033807444,0.9649281431426667,0.8734693877551021
HandOutlines,3,random_forest,0.9135135135135135,0.8945464928143143,0.24132668468289098,0.9626122267694552,0.873015873015873
HandOutlines,3,ridge,0.8918918918918919,0.8595222232797183,3.896611177201854,0.8595222232797183,0.8319327731092437
HandOutlines,4,extra_trees,0.9324324324324325,0.9225119761428888,0.2054577486273307,0.9779987944544906,0.9042145593869731
HandOutlines,4,random_forest,0.9378378378378378,0.9283810792804796,0.21294047879170208,0.9765394498905492,0.9118773946360154
HandOutlines,4,ridge,0.9054054054054054,0.8799689096158116,3.4095347800516227,0.8799689096158118,0.8571428571428571
HandOutlines,5,extra_trees,0.9108108108108108,0.8907870943180737,0.23494842666215995,0.9612956441737254,0.8685258964143426
HandOutlines,5,random_forest,0.9108108108108108,0.8957361758827448,0.24493933589228992,0.9570920973319375,0.8715953307392996
HandOutlines,5,ridge,0.8837837837837837,0.8482440277909964,4.188857015491993,0.8482440277909964,0.8170212765957446
HandOutlines,6,extra_trees,0.9081081081081082,0.8820786142571619,0.24806497793761903,0.955442403477047,0.860655737704918
HandOutlines,6,random_forest,0.9108108108108108,0.8907870943180737,0.24264978072250948,0.9573617588274483,0.8685258964143426
HandOutlines,6,ridge,0.8837837837837837,0.8515434155007773,4.188857015491993,0.8515434155007773,0.8200836820083682
HandOutlines,7,extra_trees,0.9054054054054054,0.8799689096158116,0.23908649413184357,0.9620411788966086,0.8571428571428571
HandOutlines,7,random_forest,0.9027027027027027,0.8762095111195711,0.2532680300327672,0.9569334729228133,0.8524590163934426
HandOutlines,7,ridge,0.8891891891891892,0.8574125186383681,3.9940264566319006,0.8574125186383681,0.8284518828451883
HandOutlines,8,extra_trees,0.9054054054054054,0.8898670727451541,0.2526485807509357,0.9553155039497478,0.8638132295719845
HandOutlines,8,random_forest,0.8783783783783784,0.8588718632023096,0.26428345746778614,0.9520954284445291,0.8235294117647058
HandOutlines,8,ridge,0.8945945945945946,0.8715300910504109,3.799195897771808,0.8715300910504108,0.8433734939759037
HandOutlines,9,extra_trees,0.9,0.8839979696075633,0.24602259722466316,0.9559817264680689,0.8560311284046692
HandOutlines,9,random_forest,0.9081081081081082,0.8936264712413946,0.2464991579242154,0.9569810602455506,0.8682170542635659
HandOutlines,9,ridge,0.8972972972972973,0.8670410202721994,3.7017806183417616,0.8670410202721994,0.8416666666666667
HandOutlines,10,extra_trees,0.9243243243243243,0.9079343929443863,0.2073506018665264,0.971082770216681,0.889763779527559
HandOutlines,10,random_forest,0.9162162162162162,0.9016052790203357,0.2099305747234144,0.9737476602899654,0.8793774319066148
HandOutlines,10,ridge,0.8972972972972973,0.8703404079819803,3.7017806183417616,0.8703404079819803,0.8442622950819673
HandOutlines,11,extra_trees,0.9216216216216216,0.9058246883030361,0.225538365027311,0.9612321944100758,0.8862745098039215
HandOutlines,11,random_forest,0.9162162162162162,0.8983058913105548,0.22554501198937718,0.963024650233178,0.8774703557312253
HandOutlines,11,ridge,0.9108108108108108,0.8858380127534025,3.2147042211915298,0.8858380127534025,0.8653061224489796
HandOutlines,12,extra_trees,0.9027027027027027,0.884457980394023,0.23878544716066785,0.9608039085054408,0.8582677165354331
HandOutlines,12,random_forest,0.9081081081081082,0.8886773896767235,0.24544872528464823,0.9606770089781416,0.8650793650793651
HandOutlines,12,ridge,0.8972972972972973,0.8686907141270899,3.701780618341762,0.86869071412709,0.8429752066115702
HandOutlines,13,extra_trees,0.9297297297297298,0.9154531899368674,0.21766260731780085,0.9693220392754037,0.8984375
HandOutlines,13,random_forest,0.9297297297297298,0.9154531899368674,0.22734499224616006,0.9664033501475207,0.8984375
HandOutlines,13,ridge,0.9054054054054054,0.8783192157609212,3.4095347800516227,0.8783192157609212,0.8559670781893004
HandOutlines,14,extra_trees,0.918918918918919,0.9004155959519051,0.22817471443187365,0.970543447225659,0.8809523809523809
HandOutlines,14,random_forest,0.9054054054054054,0.8882173788902636,0.23690928652596602,0.9694330763617905,0.8627450980392157
HandOutlines,14,ridge,0.9027027027027027,0.8778592049744615,3.5069500594816687,0.8778592049744615,0.8536585365853658
HandOutlines,15,extra_trees,0.9108108108108108,0.8957361758827448,0.23259229833794426,0.9580121189048572,0.8715953307392996
HandOutlines,15,random_forest,0.9135135135135135,0.8994955743789854,0.23908653120538467,0.958281780400368,0.875968992248062
HandOutlines,15,ridge,0.9027027027027027,0.8778592049744615,3.5069500594816687,0.8778592049744615,0.8536585365853658
HandOutlines,16,extra_trees,0.8945945945945946,0.884727641889534,0.2529676585868589,0.9555217156816092,0.8528301886792453
HandOutlines,16,random_forest,0.8864864864864865,0.8750991402557026,0.2629683886241612,0.9517781796262809,0.8409090909090909
HandOutlines,16,ridge,0.8648648648648649,0.8351257891564354,4.870763971502318,0.8351257891564354,0.7950819672131147
HandOutlines,17,extra_trees,0.9162162162162162,0.8983058913105548,0.20949983962703456,0.9732241997398559,0.8774703557312253
HandOutlines,17,random_forest,0.918918918918919,0.9037149836616858,0.21316451109038007,0.9714317439167539,0.8828125
HandOutlines,17,ridge,0.9054054054054054,0.8865676850353732,3.4095347800516227,0.8865676850353732,0.8616600790513834
HandOutlines,18,extra_trees,0.9162162162162162,0.8999555851654453,0.22408049380585454,0.9655309158973383,0.8784313725490196
HandOutlines,18,random_forest,0.9081081081081082,0.8919767773865042,0.23388922805199577,0.9633101741696012,0.8671875
HandOutlines,18,ridge,0.9081081081081082,0.8820786142571619,3.3121195006215762,0.8820786142571618,0.860655737704918
HandOutlines,19,extra_trees,0.9378378378378378,0.925081691570699,0.19715467120468358,0.9758415024904032,0.9105058365758755
HandOutlines,19,random_forest,0.9351351351351351,0.9246216807842391,0.20778236362659347,0.9727007391897465,0.9076923076923077
HandOutlines,19,ridge,0.9216216216216216,0.9041749944481456,2.8250431034713444,0.9041749944481456,0.8853754940711462
HandOutlines,20,extra_trees,0.9081081081081082,0.8853780019669426,0.25878920664568844,0.9508740204942736,0.8629032258064516
HandOutlines,20,random_forest,0.8837837837837837,0.8564924970654484,0.2662642672336092,0.9487167285301862,0.8244897959183674
HandOutlines,20,ridge,0.8729729729729729,0.8398052092255957,4.578518133212179,0.8398052092255957,0.803347280334728
HandOutlines,21,extra_trees,0.9162162162162162,0.9016052790203357,0.21984615633484375,0.9670061229021921,0.8793774319066148
HandOutlines,21,random_forest,0.9243243243243243,0.9128834745090575,0.21084875478722825,0.9729704006852574,0.8923076923076924
HandOutlines,21,ridge,0.9,0.879048888042892,3.6043653389117156,0.879048888042892,0.852589641434263
HandOutlines,22,extra_trees,0.9,0.8757495003331113,0.22789473774549918,0.9689413406935058,0.8502024291497976
HandOutlines,22,random_forest,0.8945945945945946,0.86823070334063,0.24107546958681558,0.9649440055835792,0.8408163265306122
HandOutlines,22,ridge,0.8864864864864865,0.8553028139970178,4.091441736061947,0.8553028139970178,0.825
HandOutlines,23,extra_trees,0.9162162162162162,0.9065543605850068,0.2184511164800008,0.972716601630659,0.8821292775665399
HandOutlines,23,random_forest,0.9216216216216216,0.9091240760128169,0.22977801974443957,0.9687985787252943,0.888030888030888
HandOutlines,23,ridge,0.9135135135135135,0.897845880524095,3.1172889417614837,0.897845880524095,0.875
HandOutlines,24,extra_trees,0.9135135135135135,0.9027949620887663,0.22379725875037296,0.9640557088924844,0.8778625954198473
HandOutlines,24,random_forest,0.918918918918919,0.908664065226357,0.22477215531045913,0.9657212651882873,0.8854961832061069
HandOutlines,24,ridge,0.9081081081081082,0.8886773896767235,3.3121195006215762,0.8886773896767235,0.8650793650793651
HandOutlines,25,extra_trees,0.9243243243243243,0.9046350052346055,0.20761428993906347,0.9748104438310967,0.888
HandOutlines,25,random_forest,0.9216216216216216,0.9041749944481456,0.20536827162440696,0.9764601376859872,0.8853754940711462
HandOutlines,25,ridge,0.9162162162162162,0.8917071158909933,3.019873662331437,0.8917071158909933,0.8734693877551021
HandOutlines,26,extra_trees,0.9108108108108108,0.8874877066082929,0.30378655767784857,0.9691158275435423,0.8663967611336032
HandOutlines,26,random_forest,0.9135135135135135,0.8928967989594239,0.22511524358600601,0.9692268646299294,0.872
HandOutlines,26,ridge,0.8918918918918919,0.8661209986992798,3.896611177201854,0.8661209986992798,0.8373983739837398
HandOutlines,27,extra_trees,0.9162162162162162,0.9065543605850068,0.23063689506565427,0.961470131023762,0.8821292775665399
HandOutlines,27,random_forest,0.9027027027027027,0.8910567558135847,0.24695312085111726,0.957742457409346,0.8625954198473282
HandOutlines,27,ridge,0.8837837837837837,0.8647409663399004,4.188857015491993,0.8647409663399004,0.8313725490196079
HandOutlines,28,extra_trees,0.9297297297297298,0.922051965356429,0.2225976473024438,0.9690047904571556,0.9015151515151515
HandOutlines,28,random_forest,0.9162162162162162,0.9016052790203357,0.2217172253585902,0.9725738396624474,0.8793774319066148
HandOutlines,28,ridge,0.9108108108108108,0.8841883188985121,3.2147042211915298,0.884188318898512,0.8641975308641975
HandOutlines,29,extra_trees,0.8972972972972973,0.8752894895466514,0.2273402045291946,0.9699723993528124,0.848
HandOutlines,29,random_forest,0.9,0.8773991941880016,0.24066394531794758,0.9649281431426668,0.8514056224899599
HandOutlines,29,ridge,0.8918918918918919,0.8661209986992798,3.896611177201854,0.8661209986992798,0.8373983739837398
Haptics,0,extra_trees,0.5097402597402597,0.5089251161637749,1.3034949633412067,0.7881375627615734,0.49811777422685666
Haptics,0,random_forest,0.5,0.4991215387120505,1.3102006861827316,0.786723937497218,0.48166869423286024
Haptics,0,ridge,0.5064935064935064,0.5038757938100265,17.78777699722665,0.6909256717697175,0.4957958848204366
Haptics,1,extra_trees,0.5194805194805194,0.5210150245993875,1.206954398855963,0.8229010356448924,0.4859451929661365
Haptics,1,random_forest,0.5064935064935064,0.5077166367170576,1.2348479122267977,0.8163463288954225,0.465537590031851
Haptics,1,ridge,0.5,0.49906798924721807,18.021826694558577,0.6870241192095466,0.4650901002281872
Haptics,2,extra_trees,0.4837662337662338,0.48141352704624163,1.330627447264787,0.7863781255939247,0.4566116644291482
Haptics,2,random_forest,0.4837662337662338,0.48157110778660756,1.295255614044793,0.7938733594965466,0.4381633183038958
Haptics,2,ridge,0.487012987012987,0.480915658411624,18.489926089222436,0.6775014972679181,0.4731533546158969
Haptics,3,extra_trees,0.5227272727272727,0.5213239326453646,1.2831074785783645,0.7962485053568052,0.49649143849217847
Haptics,3,random_forest,0.5194805194805194,0.5199978755404742,1.2659388238911513,0.8054407496117908,0.4815154000801398
Haptics,3,ridge,0.512987012987013,0.5112022278292929,17.553727299894714,0.6954962098713573,0.48772011295507534
Haptics,4,extra_trees,0.4837662337662338,0.48401545021822506,1.2472460518522155,0.8074143456094898,0.4543884030587144
Haptics,4,random_forest,0.5032467532467533,0.5023456740988221,1.26779771357176,0.8034133895389565,0.4699882742251598
Haptics,4,ridge,0.4155844155844156,0.4127007514298757,21.064472759873656,0.6347209472298527,0.39105709960963847
Haptics,5,extra_trees,0.5292207792207793,0.5286990184233711,1.268341788924428,0.793830934164955,0.5041633705180211
Haptics,5,random_forest,0.5064935064935064,0.5056378430756794,1.267866393290628,0.7942926430764204,0.48137060519700026
Haptics,5,ridge,0.5357142857142857,0.5343236440532579,16.734553359232965,0.7093113992490409,0.5142121824013782
Haptics,6,extra_trees,0.5194805194805194,0.5191241738414881,1.487590408711674,0.7719520692576552,0.5024963649516262
Haptics,6,random_forest,0.5162337662337663,0.5143097941764003,1.3354373368918147,0.7758758732103441,0.4948889490131122
Haptics,6,ridge,0.474025974025974,0.4696975380258265,18.958025483886296,0.6698469125453498,0.4447455068151094
Haptics,7,extra_trees,0.5162337662337663,0.512313632742192,1.2434616701511796,0.8042287852751027,0.4817838806933078
Haptics,7,random_forest,0.4837662337662338,0.48004843186173163,1.2478235725576419,0.8026114654366628,0.4484953984444237
Haptics,7,ridge,0.4967532467532468,0.4918731008894743,18.13885154322454,0.6836260520819638,0.4785360115368373
Haptics,8,extra_trees,0.4967532467532468,0.4968111081064578,1.3028632646708604,0.7863807489241871,0.47634723192585154
Haptics,8,random_forest,0.4805194805194805,0.48138058247628024,1.3052465354916238,0.7894905493714474,0.45449728155204255
Haptics,8,ridge,0.474025974025974,0.4729038490336162,18.958025483886296,0.6705642570104877,0.45928237475326494
Haptics,9,extra_trees,0.4967532467532468,0.4948309755285525,1.2712050638698424,0.7965451348862465,0.4660744550006295
Haptics,9,random_forest,0.487012987012987,0.48507931194407855,1.293781698632646,0.7902147386002659,0.4535736028908838
Haptics,9,ridge,0.5,0.49663409283215715,18.021826694558577,0.685927372334305,0.48579897709763675
Haptics,10,extra_trees,0.474025974025974,0.47466691600443145,1.3330597488137097,0.7715961060363222,0.4545134882500968
Haptics,10,random_forest,0.4902597402597403,0.4904917605863145,1.3505948672616566,0.7636524071944956,0.463164775515145
Haptics,10,ridge,0.4707792207792208,0.46706220504723606,19.07505033255226,0.6680374920978495,0.45281108814660986
Haptics,11,extra_trees,0.4967532467532468,0.49565972555399507,1.260303331640558,0.7997463040655537,0.4839538148518981
Haptics,11,random_forest,0.512987012987013,0.5130705963897636,1.2556269955174746,0.8043789616582385,0.4923069400490866
Haptics,11,ridge,0.538961038961039,0.5390250293680632,16.617528510567,0.7116439341872384,0.5238182119425674
Haptics,12,extra_trees,0.4902597402597403,0.4900705015251039,1.3940952985577617,0.7868802045879868,0.4526050684813525
Haptics,12,random_forest,0.4772727272727273,0.4765356880123055,1.2900928768707451,0.7856250980342097,0.4307327022840529
Haptics,12,ridge,0.5097402597402597,0.507302196280433,17.67075214856068,0.6928374968371349,0.49409752646608757
Haptics,13,extra_trees,0.5227272727272727,0.5218148518075898,1.2498997435524455,0.8048136773180383,0.5104474252673827
Haptics,13,random_forest,0.525974025974026,0.5232196447627439,1.251530417532413,0.8148873284641053,0.5008973203999946
Haptics,13,ridge,0.4967532467532468,0.4918609683900776,18.138851543224543,0.6844654559836472,0.47938038979914216
Haptics,14,extra_trees,0.5,0.49829116217567915,1.258557155461152,0.8052329156512658,0.4720734020680071
Haptics,14,random_forest,0.5097402597402597,0.5082154267383132,1.2413318814647927,0.8164547276252914,0.46696625449352624
Haptics,14,ridge,0.5032467532467533,0.5027569087641861,17.904801845892614,0.6886228408458632,0.4871591874565536
Haptics,15,extra_trees,0.525974025974026,0.5253307396390345,1.4166267120671174,0.7873712222116899,0.49217618906050564
Haptics,15,random_forest,0.5064935064935064,0.5051028027600164,1.3106846436850597,0.7850662461185375,0.4675412787186148
Haptics,15,ridge,0.44805194805194803,0.4458601353257093,19.894224273214014,0.6545159408531873,0.4093046480757896
Haptics,16,extra_trees,0.5227272727272727,0.5212158432704973,1.2657344445403926,0.7993798869659353,0.5046290912177441
Haptics,16,random_forest,0.538961038961039,0.5374124464614392,1.2417226753125605,0.8100966316635168,0.5133839354172257
Haptics,16,ridge,0.5032467532467533,0.499090980297228,17.904801845892614,0.688469593645212,0.48133187696332597
Haptics,17,extra_trees,0.5292207792207793,0.5275278633134735,1.2040877404956918,0.827534877001547,0.5031171899091841
Haptics,17,random_forest,0.5194805194805194,0.5190734212485206,1.2372396892222315,0.8222827652363605,0.4836634268136286
Haptics,17,ridge,0.4805194805194805,0.47774416745902276,18.723975786554362,0.6745176348569749,0.46720616793744923
Haptics,18,extra_trees,0.5064935064935064,0.507503254839188,1.2812728501505855,0.8066991495646086,0.4835449227944977
Haptics,18,random_forest,0.4902597402597403,0.49100539274696076,1.2717238505070176,0.8105470141928147,0.4643263182053461
Haptics,18,ridge,0.5097402597402597,0.5078187852380412,17.670752148560684,0.6927409389781379,0.4946193496100668
Haptics,19,extra_trees,0.45454545454545453,0.4539643323417978,1.3126063317565535,0.7856419115200596,0.41973417574786825
Haptics,19,random_forest,0.4577922077922078,0.45826212304927727,1.317739594617859,0.7906697265920944,0.4210539593493535
Haptics,19,ridge,0.4642857142857143,0.4609887023823024,19.30910002988419,0.6649464188119006,0.43861448167275924
Haptics,20,extra_trees,0.474025974025974,0.47339615118446343,1.4326077855959456,0.775559971866976,0.45929505583674657
Haptics,20,random_forest,0.4772727272727273,0.47857839310170364,1.2999952552668783,0.7826098606122397,0.4579693737879235
Haptics,20,ridge,0.4967532467532468,0.4925208138878954,18.138851543224543,0.6844095439667832,0.47368891441033417
Haptics,21,extra_trees,0.5551948051948052,0.5531527106576992,1.1911284540445932,0.8258181364797353,0.5397806461830852
Haptics,21,random_forest,0.5227272727272727,0.5202990817391708,1.219993755917072,0.8267801629221101,0.49403305974408157
Haptics,21,ridge,0.5097402597402597,0.5066241211388993,17.67075214856068,0.6929744495799631,0.48528260904683795
Haptics,22,extra_trees,0.5032467532467533,0.5003068744529835,1.248035916709014,0.8196790511003972,0.4699870454364304
Haptics,22,random_forest,0.5194805194805194,0.5178775958750956,1.2736971927665903,0.8160537098306148,0.4802045282266639
Haptics,22,ridge,0.4935064935064935,0.491945923145814,18.255876391890506,0.6823287065198638,0.48247424937787214
Haptics,23,extra_trees,0.4577922077922078,0.45540026525758115,1.3301003580394641,0.7705230868949299,0.4124879913767954
Haptics,23,random_forest,0.474025974025974,0.4726561995690745,1.3107628065516537,0.779594435276957,0.43576767153377527
Haptics,23,ridge,0.4448051948051948,0.44204158379638914,20.011249121879978,0.6524108485084544,0.421106425839317
Haptics,24,extra_trees,0.5227272727272727,0.5198288056357605,1.2487040190722676,0.8179869937642724,0.4953610802671333
Haptics,24,random_forest,0.4902597402597403,0.48684943197513314,1.2538818464116812,0.8169675962877947,0.47130117612236816
Haptics,24,ridge,0.4772727272727273,0.4746957334164944,18.84100063522033,0.6728900554084876,0.44522160178065345
Haptics,25,extra_trees,0.4967532467532468,0.4934741473811538,1.4115754715336635,0.7597579535167964,0.47904629806719
Haptics,25,random_forest,0.4935064935064935,0.4914096306893353,1.3164265109084448,0.7820126624940931,0.4672511351797595
Haptics,25,ridge,0.4837662337662338,0.47919675621018226,18.6069509378884,0.6762481998623879,0.467763153942948
Haptics,26,extra_trees,0.4902597402597403,0.4882366131789911,1.3803193500845048,0.8005198623590943,0.460378033399061
Haptics,26,random_forest,0.5032467532467533,0.5001919319242478,1.2835790828684421,0.8033814250834055,0.4720808773103652
Haptics,26,ridge,0.4902597402597403,0.4868409432236828,18.37290124055647,0.6807975952954846,0.4633550530901524
Haptics,27,extra_trees,0.4967532467532468,0.500166358447389,1.3087584056634467,0.7833451464399874,0.4731618323888698
Haptics,27,random_forest,0.4935064935064935,0.49535656209019197,1.288767886683362,0.7956478005355303,0.45378068249764647
Haptics,27,ridge,0.4448051948051948,0.44724621704452605,20.011249121879974,0.6530419332922378,0.42521025241380567
Haptics,28,extra_trees,0.5292207792207793,0.5272329923294108,1.2569807990114747,0.8099639472741854,0.5028926067084998
Haptics,28,random_forest,0.5292207792207793,0.5272191333659,1.235348639299912,0.819006358445435,0.4929028351557498
Haptics,28,ridge,0.5064935064935064,0.5019096728514063,17.78777699722665,0.6909835678535051,0.4884402167469134
Haptics,29,extra_trees,0.4707792207792208,0.47000873409108757,1.4452994041759066,0.7670037229668663,0.45265646547162797
Haptics,29,random_forest,0.5,0.4985773226939528,1.3247336118169284,0.7771642829238328,0.474171133174423
Haptics,29,ridge,0.45454545454545453,0.4520773688541512,19.660174575882085,0.6585586176307645,0.4234887369192845
Herring,0,extra_trees,0.640625,0.6062753036437247,0.618736223514151,0.7039473684210527,0.4888888888888889
Herring,0,random_forest,0.625,0.562753036437247,0.6103755331985685,0.7403846153846154,0.3333333333333333
Herring,0,ridge,0.671875,0.6265182186234818,11.826823768304065,0.6265182186234818,0.4878048780487805
Herring,1,extra_trees,0.546875,0.4908906882591093,0.796697515864157,0.45698380566801616,0.2564102564102564
Herring,1,random_forest,0.59375,0.5425101214574899,0.7598587803019394,0.5045546558704453,0.35
Herring,1,ridge,0.5,0.4574898785425101,18.021826694558577,0.45748987854251016,0.2727272727272727
Herring,2,extra_trees,0.625,0.5870445344129555,0.6501419756154363,0.6659919028340081,0.45454545454545453
Herring,2,random_forest,0.65625,0.6133603238866396,0.6170329163873529,0.7069838056680162,0.47619047619047616
Herring,2,ridge,0.5,0.451417004048583,18.021826694558577,0.45141700404858304,0.23809523809523808
Herring,3,extra_trees,0.5,0.46963562753036436,0.7576316796599543,0.486336032388664,0.3333333333333333
Herring,3,random_forest,0.515625,0.4827935222672065,0.746545524481522,0.4671052631578947,0.3404255319148936
Herring,3,ridge,0.53125,0.4898785425101214,16.895462526148666,0.4898785425101214,0.3181818181818182
Herring,4,extra_trees,0.546875,0.4848178137651822,0.6580497456266263,0.6720647773279352,0.21621621621621623
Herring,4,random_forest,0.5625,0.4979757085020243,0.6630295952862221,0.6341093117408907,0.2222222222222222
Herring,4,ridge,0.546875,0.5273279352226721,16.33228044194371,0.5273279352226721,0.43137254901960786
Herring,5,extra_trees,0.65625,0.6133603238866396,0.6375576701245257,0.6766194331983806,0.47619047619047616
Herring,5,random_forest,0.625,0.5809716599190283,0.6392457457524205,0.6695344129554656,0.42857142857142855
Herring,5,ridge,0.59375,0.5607287449392713,14.642734189328845,0.5607287449392713,0.43478260869565216
Herring,6,extra_trees,0.6875,0.645748987854251,0.6238807589827371,0.673076923076923,0.5238095238095238
Herring,6,random_forest,0.671875,0.6204453441295547,0.5992642250699041,0.7211538461538461,0.46153846153846156
Herring,6,ridge,0.609375,0.5495951417004049,14.079552105123888,0.5495951417004049,0.32432432432432434
Herring,7,extra_trees,0.671875,0.6265182186234818,0.602816913466184,0.728744939271255,0.4878048780487805
Herring,7,random_forest,0.640625,0.5759109311740891,0.6056195061191505,0.7419028340080972,0.34285714285714286
Herring,7,ridge,0.59375,0.5242914979757085,14.642734189328843,0.5242914979757084,0.23529411764705882
Herring,8,extra_trees,0.59375,0.548582995951417,0.6630556189654147,0.625,0.38095238095238093
Herring,8,random_forest,0.625,0.5748987854251012,0.6632569237137071,0.6002024291497976,0.4
Herring,8,ridge,0.578125,0.5232793522267206,15.205916273533798,0.5232793522267206,0.3076923076923077
Herring,9,extra_trees,0.59375,0.5607287449392713,0.6491937333617219,0.6503036437246963,0.43478260869565216
Herring,9,random_forest,0.53125,0.4716599190283401,0.6575529265025745,0.6452429149797572,0.21052631578947367
Herring,9,ridge,0.609375,0.5799595141700404,14.079552105123888,0.5799595141700407,0.46808510638297873
Herring,10,extra_trees,0.5625,0.5161943319838057,0.6268124367509067,0.6842105263157895,0.3333333333333333
Herring,10,random_forest,0.609375,0.5799595141700404,0.6031191514114751,0.7140688259109311,0.46808510638297873
Herring,10,ridge,0.625,0.5870445344129555,13.516370020918934,0.5870445344129555,0.45454545454545453
Herring,11,extra_trees,0.640625,0.6062753036437247,0.656552277246137,0.6740890688259108,0.4888888888888889
Herring,11,random_forest,0.59375,0.5303643724696356,0.6356741813881728,0.688259109311741,0.2777777777777778
Herring,11,ridge,0.546875,0.49696356275303644,16.33228044194371,0.4969635627530365,0.2926829268292683
Herring,12,extra_trees,0.609375,0.561740890688259,0.6404454331944843,0.6300607287449392,0.3902439024390244
Herring,12,random_forest,0.546875,0.5030364372469636,0.6469355298617274,0.6179149797570851,0.32558139534883723
Herring,12,ridge,0.59375,0.5182186234817814,14.642734189328843,0.5182186234817814,0.1875
Herring,13,extra_trees,0.65625,0.6012145748987854,0.6358907643357664,0.6745951417004048,0.42105263157894735
Herring,13,random_forest,0.578125,0.541497975708502,0.6421900519859209,0.6325910931174089,0.4
Herring,13,ridge,0.671875,0.6022267206477733,11.826823768304065,0.6022267206477734,0.36363636363636365
Herring,14,extra_trees,0.640625,0.5941295546558705,0.6215917747227546,0.7130566801619433,0.43902439024390244
Herring,14,random_forest,0.625,0.5991902834008097,0.6316218173921695,0.6751012145748988,0.5
Herring,14,ridge,0.578125,0.5536437246963563,15.205916273533798,0.5536437246963563,0.4489795918367347
Herring,15,extra_trees,0.5625,0.5404858299595142,0.6583211217985147,0.6300607287449393,0.44
Herring,15,random_forest,0.578125,0.5597165991902835,0.6378202366524449,0.6649797570850202,0.47058823529411764
Herring,15,ridge,0.5625,0.5222672064777327,15.769098357738756,0.5222672064777328,0.36363636363636365
Herring,16,extra_trees,0.625,0.6052631578947368,0.6649416228527055,0.6214574898785425,0.52
Herring,16,random_forest,0.609375,0.5799595141700404,0.6535234667929208,0.6270242914979757,0.46808510638297873
Herring,16,ridge,0.53125,0.5020242914979758,16.895462526148666,0.5020242914979758,0.375
Herring,17,extra_trees,0.5625,0.5526315789473684,0.7320823198645934,0.5804655870445344,0.48148148148148145
Herring,17,random_forest,0.578125,0.5657894736842105,0.7123035018194896,0.5840080971659919,0.49056603773584906
Herring,17,ridge,0.484375,0.4746963562753036,18.58500877876353,0.4746963562753037,0.4
Herring,18,extra_trees,0.640625,0.6062753036437247,0.6300623896421712,0.6781376518218624,0.4888888888888889
Herring,18,random_forest,0.625,0.5809716599190283,0.621504758955824,0.6963562753036437,0.42857142857142855
Herring,18,ridge,0.5625,0.5040485829959515,15.769098357738756,0.5040485829959515,0.2631578947368421
