Dataset,Resample,Classifier,Accuracy,BalancedAccuracy,LogLoss,ROCAUC,F1
AconityMINIPrinterLarge,2,extra_trees,0.9408783783783784,0.9275631229288658,0.175611446027341,0.9825190711151638,0.9107142857142857
AconityMINIPrinterLarge,2,random_forest,0.9400337837837838,0.9239204684456843,0.1727143007045819,0.9837518229158393,0.9083870967741936
AconityMINIPrinterLarge,2,ridge,0.9146959459459459,0.8993099131672508,3.0746697570108386,0.8993099131672507,0.8716645489199492
AconityMINIPrinterLarge,3,extra_trees,0.9375,0.9238013236195881,0.17073978128017236,0.9847796456156293,0.9056122448979592
AconityMINIPrinterLarge,3,random_forest,0.9408783783783784,0.926362143081816,0.17375428999160403,0.9835596025964041,0.9102564102564102
AconityMINIPrinterLarge,3,ridge,0.9045608108108109,0.8868235353923677,3.4399770548735122,0.8868235353923678,0.855683269476373
AconityMINIPrinterLarge,4,extra_trees,0.9459459459459459,0.9374092513574568,0.16449473232585743,0.9833991542305944,0.9197994987468672
AconityMINIPrinterLarge,4,random_forest,0.941722972972973,0.932406757259097,0.1659746474340735,0.9835135332636469,0.9134253450439147
AconityMINIPrinterLarge,4,ridge,0.9138513513513513,0.903473627689893,3.1051120318327277,0.903473627689893,0.8731343283582089
AconityMINIPrinterLarge,5,extra_trees,0.9383445945945946,0.9268434881792447,0.1773392905753429,0.9805190266344287,0.9077117572692794
AconityMINIPrinterLarge,5,random_forest,0.9425675675675675,0.9300445125070296,0.20124336088215303,0.9810543840530209,0.9134860050890585
AconityMINIPrinterLarge,5,ridge,0.9054054054054054,0.8934686394931738,3.4095347800516227,0.8934686394931738,0.8603491271820449
AconityMINIPrinterLarge,6,extra_trees,0.9375,0.9262032833136877,0.2134114313425901,0.9770813012521327,0.9065656565656566
AconityMINIPrinterLarge,6,random_forest,0.9366554054054054,0.923761608677556,0.19143154709390825,0.9757754739581181,0.9047013977128335
AconityMINIPrinterLarge,6,ridge,0.9070945945945946,0.8941485593007628,3.3486502304078436,0.8941485593007629,0.8621553884711779
AconityMINIPrinterLarge,7,extra_trees,0.9375,0.9262032833136877,0.17445944838501415,0.9808923470895301,0.9065656565656566
AconityMINIPrinterLarge,7,random_forest,0.9358108108108109,0.9219204239649492,0.17780092781085302,0.9799391884807606,0.9030612244897959
AconityMINIPrinterLarge,7,ridge,0.9113175675675675,0.8973495836285477,3.196438856298396,0.8973495836285478,0.8675914249684742
AconityMINIPrinterLarge,8,extra_trees,0.9434121621621622,0.9324861871431613,0.1935421918703898,0.9827637151580814,0.9152970922882427
AconityMINIPrinterLarge,8,random_forest,0.9484797297297297,0.9387293760306028,0.17020452401905162,0.9824237552542868,0.9230769230769231
AconityMINIPrinterLarge,8,ridge,0.893581081081081,0.8766994023695522,3.8357266275580755,0.8766994023695522,0.8405063291139241
AconityMINIPrinterLarge,9,extra_trees,0.9408783783783784,0.9275631229288658,0.1778796312018552,0.9805682731625485,0.9107142857142857
AconityMINIPrinterLarge,9,random_forest,0.941722972972973,0.9270023479473729,0.17950571167832466,0.9814674194501546,0.9114249037227214
AconityMINIPrinterLarge,9,ridge,0.9113175675675675,0.8925456642403484,3.1964388562983963,0.8925456642403484,0.8648648648648649
AconityMINIPrinterLarge,10,extra_trees,0.9442567567567568,0.9349278617792929,0.1704130093600574,0.9836533298595996,0.9170854271356784
AconityMINIPrinterLarge,10,random_forest,0.9451013513513513,0.9337665968742752,0.16668042327555788,0.9844079137582091,0.917617237008872
AconityMINIPrinterLarge,10,ridge,0.9096283783783784,0.8912652545092346,3.257323405942175,0.8912652545092344,0.8626444159178434
AconityMINIPrinterLarge,11,extra_trees,0.9451013513513513,0.9313646371801756,0.166326212163827,0.9863221739641548,0.9167733674775929
AconityMINIPrinterLarge,11,random_forest,0.9442567567567568,0.9313249222381434,0.17589804302889736,0.9824571158055939,0.9158163265306123
AconityMINIPrinterLarge,11,ridge,0.9130067567567568,0.8992304832831866,3.1355543066546168,0.8992304832831867,0.8701134930643127
AconityMINIPrinterLarge,12,extra_trees,0.9451013513513513,0.9313646371801756,0.19581797022195063,0.9815579695179878,0.9167733674775929
AconityMINIPrinterLarge,12,random_forest,0.9434121621621622,0.9282827576784869,0.16727337704402556,0.9832625348300043,0.9137709137709138
AconityMINIPrinterLarge,12,ridge,0.9028716216216216,0.8867441055083036,3.500861604517291,0.8867441055083036,0.8542458808618505
AconityMINIPrinterLarge,13,extra_trees,0.9341216216216216,0.9236424638514598,0.18345045907640634,0.9806572346327004,0.9020100502512562
AconityMINIPrinterLarge,13,random_forest,0.9341216216216216,0.9206400142338351,0.18599657266121927,0.9793514073386859,0.9007633587786259
AconityMINIPrinterLarge,13,ridge,0.9045608108108109,0.891627454780567,3.439977054873512,0.891627454780567,0.8585732165206508
AconityMINIPrinterLarge,14,extra_trees,0.9459459459459459,0.9332058218927823,0.1657984870958828,0.9858646578319453,0.9183673469387755
AconityMINIPrinterLarge,14,random_forest,0.9375,0.9226003437725383,0.1952097772705849,0.9848940246486816,0.9051282051282051
AconityMINIPrinterLarge,14,ridge,0.9138513513513513,0.8950667687605443,3.1051120318327277,0.8950667687605443,0.8685567010309279
AconityMINIPrinterLarge,15,extra_trees,0.950168918918919,0.9406102756852417,0.15930436549154736,0.9871530105514659,0.9255989911727617
AconityMINIPrinterLarge,15,random_forest,0.9484797297297297,0.9381288861070778,0.16340465945085264,0.9856851462939604,0.922882427307206
AconityMINIPrinterLarge,15,ridge,0.918918918918919,0.9073148568832349,2.9224583829013904,0.907314856883235,0.8796992481203008
AconityMINIPrinterLarge,16,extra_trees,0.9434121621621622,0.9312852072961114,0.1699460899221286,0.9813879895660904,0.9148665819567979
AconityMINIPrinterLarge,16,random_forest,0.9518581081081081,0.9370867660281563,0.16666246598350906,0.9829511696844727,0.9264516129032258
AconityMINIPrinterLarge,16,ridge,0.9054054054054054,0.8898656999520242,3.4095347800516222,0.8898656999520242,0.8582278481012658
AconityMINIPrinterLarge,17,extra_trees,0.9358108108108109,0.9201189541943744,0.18687202297345842,0.976599956154704,0.9023136246786633
AconityMINIPrinterLarge,17,random_forest,0.9366554054054054,0.9201586691364065,0.2133849291469087,0.9757468791998551,0.9032258064516129
AconityMINIPrinterLarge,17,ridge,0.8927364864864865,0.8706547881922712,3.866168902379965,0.8706547881922712,0.8357050452781372
AconityMINIPrinterLarge,18,extra_trees,0.9400337837837838,0.9311263475279832,0.18163729529267722,0.9769669222190803,0.9111389236545682
AconityMINIPrinterLarge,18,random_forest,0.9358108108108109,0.9261238534296236,0.18226325494458254,0.9786587787496466,0.9047619047619048
AconityMINIPrinterLarge,18,ridge,0.8986486486486487,0.8859450408746183,3.6530729786267386,0.8859450408746183,0.8503740648379052
AconityMINIPrinterLarge,19,extra_trees,0.941722972972973,0.9300047975649974,0.17470914108373414,0.9817072977000284,0.9125475285171103
AconityMINIPrinterLarge,19,random_forest,0.9434121621621622,0.9318856972196363,0.20205758192386475,0.9809193532501119,0.9150823827629911
AconityMINIPrinterLarge,19,ridge,0.9070945945945946,0.8893446399125635,3.348650230407843,0.8893446399125635,0.8593350383631714
AconityMINIPrinterLarge,20,extra_trees,0.9552364864864865,0.9432505250315337,0.15120353044276902,0.9908878037001616,0.9323116219667944
AconityMINIPrinterLarge,20,random_forest,0.9535472972972973,0.93956815560632,0.15276679723276632,0.9906383938642004,0.9292149292149292
AconityMINIPrinterLarge,20,ridge,0.9180743243243243,0.9048731822471032,2.9529006577232804,0.9048731822471032,0.8776796973518285
AconityMINIPrinterLarge,21,extra_trees,0.9459459459459459,0.9368087614339318,0.1741398668630216,0.9807477847005335,0.9195979899497487
AconityMINIPrinterLarge,21,random_forest,0.9510135135135135,0.9412504805507986,0.1677329777760903,0.9833626164839249,0.9267676767676768
AconityMINIPrinterLarge,21,ridge,0.9146959459459459,0.9011113829378254,3.074669757010838,0.9011113829378253,0.8726355611601513
AconityMINIPrinterLarge,22,extra_trees,0.9467905405405406,0.9416523957641632,0.15877264601635055,0.9876502416257074,0.9221260815822002
AconityMINIPrinterLarge,22,random_forest,0.9467905405405406,0.9398509259935884,0.16067873221306117,0.9862395668847281,0.9215442092154421
AconityMINIPrinterLarge,22,ridge,0.9054054054054054,0.8916671697225991,3.4095347800516227,0.8916671697225991,0.8592964824120602
AconityMINIPrinterLarge,23,extra_trees,0.9375,0.9268037732372125,0.18493130198768426,0.9777040315431955,0.906801007556675
AconityMINIPrinterLarge,23,random_forest,0.9341216216216216,0.9230419739279347,0.18190865101202522,0.9788255815061812,0.9017632241813602
AconityMINIPrinterLarge,23,ridge,0.8986486486486487,0.8853445509510934,3.6530729786267377,0.8853445509510934,0.85
AconityMINIPrinterLarge,24,extra_trees,0.9434121621621622,0.934888146837261,0.20855638677072574,0.9769589792306739,0.9161451814768461
AconityMINIPrinterLarge,24,random_forest,0.9400337837837838,0.9287243878338836,0.217452513985322,0.9734815389063458,0.9102402022756005
AconityMINIPrinterLarge,24,ridge,0.9037162162162162,0.8885852902209104,3.470419329695402,0.8885852902209104,0.8560606060606061
AconityMINIPrinterLarge,25,extra_trees,0.9383445945945946,0.92384103856162,0.1722718295599027,0.9840091757402071,0.9065300896286812
AconityMINIPrinterLarge,25,random_forest,0.9400337837837838,0.9239204684456843,0.17212092352567807,0.9843570786324081,0.9083870967741936
AconityMINIPrinterLarge,25,ridge,0.9045608108108109,0.8886250051629425,3.4399770548735122,0.8886250051629425,0.8567807351077313
AconityMINIPrinterLarge,26,extra_trees,0.9451013513513513,0.9343670867978,0.16624872063040175,0.9844142681489341,0.9178255372945638
AconityMINIPrinterLarge,26,random_forest,0.9467905405405406,0.9368484763759639,0.165523768799281,0.9846033112730068,0.9205548549810845
AconityMINIPrinterLarge,26,ridge,0.9121621621621622,0.8955878288000051,3.165996581476507,0.8955878288000051,0.8673469387755102
AconityMINIPrinterLarge,27,extra_trees,0.9425675675675675,0.9270420628894049,0.1720967905059339,0.9830607829244812,0.9123711340206185
AconityMINIPrinterLarge,27,random_forest,0.9366554054054054,0.9183571993658318,0.1706681779638521,0.9841092573941279,0.9024707412223667
AconityMINIPrinterLarge,27,ridge,0.90625,0.886902965276432,3.379092505229733,0.8869029652764319,0.8571428571428571
AconityMINIPrinterLarge,28,extra_trees,0.9467905405405406,0.9356474965289141,0.17860483314514036,0.9801075798349765,0.9201520912547528
AconityMINIPrinterLarge,28,random_forest,0.9383445945945946,0.9232405486380952,0.2020272172660302,0.9801568263630962,0.9062901155327343
AconityMINIPrinterLarge,28,ridge,0.9011824324324325,0.8848632058536647,3.5617461541610695,0.8848632058536647,0.8517110266159695
AconityMINIPrinterLarge,29,extra_trees,0.9493243243243243,0.9381686010491099,0.15852305280516768,0.9870243341392819,0.9238578680203046
AconityMINIPrinterLarge,29,random_forest,0.9535472972972973,0.9407691354533698,0.16317780037825524,0.9853356548040785,0.9295774647887324
AconityMINIPrinterLarge,29,ridge,0.902027027027027,0.8849029207956968,3.5313038793391804,0.8849029207956967,0.8524173027989822
AconityMINIPrinterSmall,0,extra_trees,0.9828767123287672,0.9698795180722892,0.09156166500543188,0.9905747391479794,0.968944099378882
AconityMINIPrinterSmall,0,random_forest,0.9828767123287672,0.9735112699602236,0.10293996379071119,0.9883265117887818,0.9693251533742331
AconityMINIPrinterSmall,0,ridge,0.9006849315068494,0.8725139793624258,3.5796779050835528,0.8725139793624258,0.8220858895705522
AconityMINIPrinterSmall,1,extra_trees,0.976027397260274,0.9614630771891393,0.10682557543745644,0.9900847408773851,0.9565217391304348
AconityMINIPrinterSmall,1,random_forest,0.958904109589041,0.934974347149363,0.11630062994351957,0.9895659191791087,0.9240506329113924
AconityMINIPrinterSmall,1,ridge,0.8972602739726028,0.841067619761342,3.7031150742243653,0.8410676197613419,0.7972972972972973
AconityMINIPrinterSmall,2,extra_trees,0.9794520547945206,0.9674871735746815,0.1015364276602373,0.9825906496800598,0.9629629629629629
AconityMINIPrinterSmall,2,random_forest,0.9794520547945206,0.9674871735746815,0.10564658971313043,0.9806883034530468,0.9629629629629629
AconityMINIPrinterSmall,2,ridge,0.9143835616438356,0.8857151092407909,3.085929228520304,0.8857151092407909,0.84472049689441
AconityMINIPrinterSmall,3,extra_trees,0.9828767123287672,0.9771430218481582,0.2229948922405035,0.9801983051824522,0.9696969696969697
AconityMINIPrinterSmall,3,random_forest,0.9657534246575342,0.9615495474721854,0.23957585317323205,0.9743183259353202,0.9404761904761905
AconityMINIPrinterSmall,3,ridge,0.8938356164383562,0.8858880498068831,3.8265522433651777,0.8858880498068831,0.8228571428571428
AconityMINIPrinterSmall,4,extra_trees,0.9794520547945206,0.971118925462616,0.11183666950627898,0.982763590246152,0.9634146341463414
AconityMINIPrinterSmall,4,random_forest,0.9794520547945206,0.971118925462616,0.11781430465610895,0.9778347841125267,0.9634146341463414
AconityMINIPrinterSmall,4,ridge,0.8904109589041096,0.8798639534213408,3.9499894125059893,0.8798639534213408,0.8160919540229885
AconityMINIPrinterSmall,5,extra_trees,0.9794520547945206,0.9674871735746815,0.10602212491729066,0.988326511788782,0.9629629629629629
AconityMINIPrinterSmall,5,random_forest,0.976027397260274,0.9650948290770738,0.11891702242670318,0.9775177264080244,0.9570552147239264
AconityMINIPrinterSmall,5,ridge,0.8904109589041096,0.8653369458696029,3.9499894125059893,0.8653369458696029,0.8072289156626506
AconityMINIPrinterSmall,6,extra_trees,0.9897260273972602,0.985559462731308,0.08235428415805218,0.9910359139908916,0.9818181818181818
AconityMINIPrinterSmall,6,random_forest,0.976027397260274,0.9614630771891393,0.09269655960847592,0.9903729751542053,0.9565217391304348
AconityMINIPrinterSmall,6,ridge,0.8972602739726028,0.8773851386406872,3.7031150742243653,0.8773851386406872,0.8214285714285714
AconityMINIPrinterSmall,7,extra_trees,0.9794520547945206,0.9674871735746815,0.09894993734970407,0.9911223842739378,0.9629629629629629
AconityMINIPrinterSmall,7,random_forest,0.9828767123287672,0.9735112699602236,0.11336129683564862,0.9851559347437597,0.9693251533742331
AconityMINIPrinterSmall,7,ridge,0.9143835616438356,0.8857151092407909,3.085929228520304,0.8857151092407909,0.84472049689441
AconityMINIPrinterSmall,8,extra_trees,0.9726027397260274,0.9590707326915316,0.12501583039715283,0.9788724275090794,0.9506172839506173
AconityMINIPrinterSmall,8,random_forest,0.9657534246575342,0.9470225399204473,0.12028441676708658,0.9848677004669394,0.9375
AconityMINIPrinterSmall,8,ridge,0.9006849315068494,0.8797774831382947,3.5796779050835528,0.8797774831382948,0.8263473053892215
AconityMINIPrinterSmall,9,extra_trees,0.9828767123287672,0.9735112699602236,0.0926479376748637,0.9929959070732691,0.9693251533742331
AconityMINIPrinterSmall,9,random_forest,0.9828767123287672,0.9735112699602236,0.09351979496810388,0.9904017985818874,0.9693251533742331
AconityMINIPrinterSmall,9,ridge,0.9006849315068494,0.8906727388020983,3.5796779050835528,0.8906727388020984,0.8323699421965318
AconityMINIPrinterSmall,10,extra_trees,0.9863013698630136,0.9795353663457658,0.09557101677197272,0.9896812128898368,0.975609756097561
AconityMINIPrinterSmall,10,random_forest,0.9828767123287672,0.9735112699602236,0.10258477882937408,0.9883553352164639,0.9693251533742331
AconityMINIPrinterSmall,10,ridge,0.8972602739726028,0.8701216348648182,3.7031150742243653,0.8701216348648182,0.8170731707317073
AconityMINIPrinterSmall,11,extra_trees,0.9726027397260274,0.9554389808035971,0.12201347053516153,0.9792183086412636,0.95
AconityMINIPrinterSmall,11,random_forest,0.9657534246575342,0.9433907880325128,0.24355850110549346,0.971263042601026,0.9367088607594937
AconityMINIPrinterSmall,11,ridge,0.8972602739726028,0.8664898829768837,3.7031150742243653,0.8664898829768837,0.8148148148148148
AconityMINIPrinterSmall,12,extra_trees,0.952054794520548,0.9156626506024097,0.15099981255639733,0.9760189081685595,0.9078947368421053
AconityMINIPrinterSmall,12,random_forest,0.9486301369863014,0.913270306104802,0.2595686551092422,0.9740589150861821,0.9019607843137255
AconityMINIPrinterSmall,12,ridge,0.9041095890410958,0.8785380757479679,3.4562407359427407,0.8785380757479679,0.8292682926829268
AconityMINIPrinterSmall,13,extra_trees,0.9691780821917808,0.9457831325301205,0.1269233685109212,0.9788147806537154,0.9426751592356688
AconityMINIPrinterSmall,13,random_forest,0.9691780821917808,0.949414884418055,0.14707408626253532,0.9655271804923041,0.9433962264150944
AconityMINIPrinterSmall,13,ridge,0.8835616438356164,0.8460252493226494,4.196863750787615,0.8460252493226496,0.7875
AconityMINIPrinterSmall,14,extra_trees,0.976027397260274,0.9687265809650083,0.1235763084803538,0.984291231913299,0.9575757575757575
AconityMINIPrinterSmall,14,random_forest,0.958904109589041,0.942237850925232,0.1303315849005497,0.9857900501527641,0.9259259259259259
AconityMINIPrinterSmall,14,ridge,0.886986301369863,0.8520493457081917,4.073426581646802,0.8520493457081917,0.7950310559006211
AconityMINIPrinterSmall,15,extra_trees,0.9863013698630136,0.9759036144578312,0.09189953595856583,0.9940047270421398,0.9753086419753086
AconityMINIPrinterSmall,15,random_forest,0.9726027397260274,0.9518072289156627,0.10242745095785762,0.9876059260967315,0.9493670886075949
AconityMINIPrinterSmall,15,ridge,0.863013698630137,0.8534616936646107,4.937486765632486,0.8534616936646107,0.7752808988764045
AconityMINIPrinterSmall,16,extra_trees,0.9828767123287672,0.9771430218481582,0.09491087763192337,0.9872023981091831,0.9696969696969697
AconityMINIPrinterSmall,16,random_forest,0.9726027397260274,0.9663342364674007,0.1018415755116072,0.9870294575430909,0.9518072289156626
AconityMINIPrinterSmall,16,ridge,0.8801369863013698,0.8472646567129763,4.320300919928426,0.8472646567129765,0.7852760736196319
AconityMINIPrinterSmall,17,extra_trees,0.9794520547945206,0.9674871735746815,0.11585851099950914,0.9835418227935666,0.9629629629629629
AconityMINIPrinterSmall,17,random_forest,0.9726027397260274,0.9627024845794663,0.11530712604679978,0.9834841759382026,0.9512195121951219
AconityMINIPrinterSmall,17,ridge,0.8801369863013698,0.8581599123767798,4.320300919928426,0.8581599123767799,0.7928994082840237
AconityMINIPrinterSmall,18,extra_trees,0.976027397260274,0.9614630771891393,0.11736127783215483,0.9746930304951865,0.9565217391304348
AconityMINIPrinterSmall,18,random_forest,0.9726027397260274,0.9554389808035971,0.11859650490893726,0.9732806825387675,0.95
AconityMINIPrinterSmall,18,ridge,0.8561643835616438,0.8050959820141812,5.18436110391411,0.8050959820141812,0.7307692307692307
AconityMINIPrinterSmall,19,extra_trees,0.9897260273972602,0.9819277108433735,0.10213668376114916,0.9830518245229722,0.9815950920245399
AconityMINIPrinterSmall,19,random_forest,0.9794520547945206,0.963855421686747,0.0979388099739487,0.9874618089583213,0.9625
AconityMINIPrinterSmall,19,ridge,0.8458904109589042,0.8233412117368998,5.554672611336548,0.8233412117368998,0.7398843930635838
AconityMINIPrinterSmall,20,extra_trees,0.976027397260274,0.9614630771891393,0.10720234516915693,0.9834841759382026,0.9565217391304348
AconityMINIPrinterSmall,20,random_forest,0.9726027397260274,0.9554389808035971,0.11817984927466776,0.975442439614919,0.95
AconityMINIPrinterSmall,20,ridge,0.9006849315068494,0.8688822274744913,3.5796779050835528,0.8688822274744913,0.8198757763975155
AconityMINIPrinterSmall,21,extra_trees,0.9828767123287672,0.9807747737360928,0.10132948673655323,0.988499452354874,0.9700598802395209
AconityMINIPrinterSmall,21,random_forest,0.9794520547945206,0.9747506773505505,0.1059258710154556,0.9889894506254684,0.963855421686747
AconityMINIPrinterSmall,21,ridge,0.9006849315068494,0.8761457312503602,3.5796779050835528,0.8761457312503603,0.8242424242424242
AconityMINIPrinterSmall,22,extra_trees,0.958904109589041,0.934974347149363,0.25903312472288487,0.9688418746757363,0.9240506329113924
AconityMINIPrinterSmall,22,random_forest,0.9554794520547946,0.9325820026517553,0.3941683706837576,0.9487807690090505,0.9182389937106918
AconityMINIPrinterSmall,22,ridge,0.886986301369863,0.8447858419323226,4.073426581646801,0.8447858419323226,0.7898089171974523
AconityMINIPrinterSmall,23,extra_trees,0.9691780821917808,0.9530466363059895,0.13635791038227088,0.9744047962183663,0.9440993788819876
AconityMINIPrinterSmall,23,random_forest,0.9623287671232876,0.9409984435349051,0.14682424494516283,0.9657289444860783,0.9308176100628931
AconityMINIPrinterSmall,23,ridge,0.8972602739726028,0.8664898829768837,3.7031150742243644,0.8664898829768837,0.8148148148148148
AconityMINIPrinterSmall,24,extra_trees,0.976027397260274,0.9578313253012047,0.11307106768868086,0.9817259468495994,0.9559748427672956
AconityMINIPrinterSmall,24,random_forest,0.976027397260274,0.9578313253012047,0.12103628753964363,0.9758747910301492,0.9559748427672956
AconityMINIPrinterSmall,24,ridge,0.9075342465753424,0.8736669164697066,3.3328035668019282,0.8736669164697066,0.8301886792452831
AconityMINIPrinterSmall,25,extra_trees,0.9623287671232876,0.9446301954228398,0.1394756909705163,0.978468899521531,0.9316770186335404
AconityMINIPrinterSmall,25,random_forest,0.9554794520547946,0.9362137545396898,0.2574916412670825,0.9730789185449933,0.9192546583850931
AconityMINIPrinterSmall,25,ridge,0.8972602739726028,0.8664898829768837,3.7031150742243653,0.8664898829768837,0.8148148148148148
AconityMINIPrinterSmall,26,extra_trees,0.9828767123287672,0.9735112699602236,0.10931658204787231,0.9813224188620511,0.9693251533742331
AconityMINIPrinterSmall,26,random_forest,0.976027397260274,0.9614630771891393,0.12137176552623571,0.9721277454314867,0.9565217391304348
AconityMINIPrinterSmall,26,ridge,0.8801369863013698,0.8291058972733036,4.320300919928426,0.8291058972733039,0.7712418300653595
AconityMINIPrinterSmall,27,extra_trees,0.9794520547945206,0.9674871735746815,0.09493282612858842,0.9919006168213523,0.9629629629629629
AconityMINIPrinterSmall,27,random_forest,0.9623287671232876,0.9446301954228398,0.11600299905213712,0.9851559347437597,0.9316770186335404
AconityMINIPrinterSmall,27,ridge,0.8835616438356164,0.8714475125381911,4.196863750787614,0.8714475125381911,0.8045977011494253
AconityMINIPrinterSmall,28,extra_trees,0.9794520547945206,0.963855421686747,0.09780582666312211,0.9802847754654983,0.9625
AconityMINIPrinterSmall,28,random_forest,0.9863013698630136,0.9759036144578312,0.09136395088323891,0.9834553525105205,0.9753086419753086
AconityMINIPrinterSmall,28,ridge,0.8938356164383562,0.878624546031014,3.8265522433651777,0.878624546031014,0.8187134502923976
AconityMINIPrinterSmall,29,extra_trees,0.9726027397260274,0.9590707326915316,0.13426545663377742,0.9724448031359889,0.9506172839506173
AconityMINIPrinterSmall,29,random_forest,0.9623287671232876,0.9446301954228398,0.14384495797086383,0.9733959762494956,0.9316770186335404
AconityMINIPrinterSmall,29,ridge,0.9041095890410958,0.885801579523837,3.4562407359427407,0.885801579523837,0.8333333333333334
AllGestureWiimoteX,0,extra_trees,0.6442857142857142,0.6442857142857144,1.0804180362056857,0.9297052154195012,0.6468535262430313
AllGestureWiimoteX,0,random_forest,0.6357142857142857,0.6357142857142857,1.10010041777257,0.9284013605442177,0.6411677396475706
AllGestureWiimoteX,0,ridge,0.5228571428571429,0.5228571428571429,17.197971759950182,0.7349206349206348,0.5203676909758369
AllGestureWiimoteX,1,extra_trees,0.6757142857142857,0.6757142857142857,1.0262325692571406,0.9463956916099772,0.6700565558060274
AllGestureWiimoteX,1,random_forest,0.6385714285714286,0.6385714285714286,1.049939594507123,0.9361712018140588,0.6343057766561104
AllGestureWiimoteX,1,ridge,0.54,0.5399999999999999,16.580080558993888,0.7444444444444444,0.5426313530988476
AllGestureWiimoteX,2,extra_trees,0.6214285714285714,0.6214285714285714,1.1018492834940439,0.9257823129251701,0.6205815516105319
AllGestureWiimoteX,2,random_forest,0.5885714285714285,0.5885714285714285,1.0866267340011093,0.9241462585034015,0.5899752188755237
AllGestureWiimoteX,2,ridge,0.5328571428571428,0.5328571428571428,16.83753522605901,0.7404761904761904,0.5237954028607686
AllGestureWiimoteX,3,extra_trees,0.6628571428571428,0.6628571428571429,1.0696041531902707,0.941184807256236,0.6590960551985413
AllGestureWiimoteX,3,random_forest,0.6057142857142858,0.6057142857142856,1.1290735107480632,0.9316258503401361,0.6018025851820913
AllGestureWiimoteX,3,ridge,0.5285714285714286,0.5285714285714286,16.992008026298084,0.738095238095238,0.528439461197716
AllGestureWiimoteX,4,extra_trees,0.6785714285714286,0.6785714285714286,0.9796117238675404,0.9419444444444444,0.6751519724231473
AllGestureWiimoteX,4,random_forest,0.6385714285714286,0.6385714285714286,1.0298155653840655,0.9367868480725623,0.6355242660449936
AllGestureWiimoteX,4,ridge,0.5328571428571428,0.5328571428571429,16.83753522605901,0.7404761904761904,0.526584910669243
AllGestureWiimoteX,5,extra_trees,0.6785714285714286,0.6785714285714286,0.9419396893156314,0.9474875283446712,0.6756389157432802
AllGestureWiimoteX,5,random_forest,0.6357142857142857,0.6357142857142857,1.001138982990412,0.9398356009070292,0.6325166800274951
AllGestureWiimoteX,5,ridge,0.56,0.5599999999999999,15.859207491211546,0.7555555555555556,0.555871933861578
AllGestureWiimoteX,6,extra_trees,0.66,0.66,1.025093284862164,0.9386349206349207,0.6575355353487661
AllGestureWiimoteX,6,random_forest,0.6228571428571429,0.6228571428571429,1.0088962623682587,0.9366553287981859,0.6178659808379888
AllGestureWiimoteX,6,ridge,0.5642857142857143,0.5642857142857143,15.704734690972472,0.7579365079365079,0.565299333596447
AllGestureWiimoteX,7,extra_trees,0.6828571428571428,0.6828571428571428,1.1234110406452469,0.9375532879818594,0.6812597518634652
AllGestureWiimoteX,7,random_forest,0.6314285714285715,0.6314285714285713,1.032783742599932,0.9334058956916099,0.6283781683906853
AllGestureWiimoteX,7,ridge,0.5242857142857142,0.5242857142857142,17.14648082653716,0.7357142857142859,0.5186231432053798
AllGestureWiimoteX,8,extra_trees,0.66,0.6599999999999999,1.0301575765416702,0.9413503401360545,0.6612996226765595
AllGestureWiimoteX,8,random_forest,0.6271428571428571,0.6271428571428571,1.078616270329207,0.9345612244897958,0.6275710260622024
AllGestureWiimoteX,8,ridge,0.5557142857142857,0.5557142857142857,16.01368029145062,0.753174603174603,0.5496036742174806
AllGestureWiimoteX,9,extra_trees,0.6385714285714286,0.6385714285714286,1.1247118634021211,0.9372562358276644,0.6308271131802268
AllGestureWiimoteX,9,random_forest,0.5871428571428572,0.5871428571428571,1.0639652746277455,0.92740589569161,0.5779680522892614
AllGestureWiimoteX,9,ridge,0.5214285714285715,0.5214285714285715,17.249462693363206,0.7341269841269842,0.5181757722505939
AllGestureWiimoteX,10,extra_trees,0.6571428571428571,0.6571428571428573,1.0188003319404066,0.9319977324263039,0.6542959643794126
AllGestureWiimoteX,10,random_forest,0.6271428571428571,0.6271428571428571,1.054383722358959,0.9288662131519274,0.6230159592502285
AllGestureWiimoteX,10,ridge,0.5057142857142857,0.5057142857142858,17.81586296090648,0.7253968253968253,0.5065162330458692
AllGestureWiimoteX,11,extra_trees,0.64,0.6399999999999999,1.200327277444996,0.933215419501134,0.6375293593297806
AllGestureWiimoteX,11,random_forest,0.6342857142857142,0.6342857142857143,1.1868057356800858,0.9267517006802719,0.6304664457429751
AllGestureWiimoteX,11,ridge,0.5671428571428572,0.5671428571428571,15.601752824146423,0.7595238095238095,0.5596308478266193
AllGestureWiimoteX,12,extra_trees,0.6728571428571428,0.6728571428571429,1.0175165674050155,0.941795918367347,0.6734915349633259
AllGestureWiimoteX,12,random_forest,0.64,0.6399999999999999,1.1041602998653774,0.9356678004535147,0.6386591504291041
AllGestureWiimoteX,12,ridge,0.5128571428571429,0.5128571428571428,17.558408293841353,0.7293650793650792,0.5122323094676922
AllGestureWiimoteX,13,extra_trees,0.6814285714285714,0.6814285714285714,1.1470960892295703,0.9428662131519274,0.6775205558499234
AllGestureWiimoteX,13,random_forest,0.6442857142857142,0.6442857142857142,1.169244673162947,0.9322256235827667,0.636661515766251
AllGestureWiimoteX,13,ridge,0.5542857142857143,0.5542857142857143,16.065171224863647,0.7523809523809524,0.5525680177093794
