l,Variant,Run,Runtime
65536,keyvalue,0,0.004398610999790738
4194304,indirect,2,0.522097417000623
4,indirect,20,6.165424999926472e-07
4,keyvalue,38,6.19478340013302e-07
8192,direct,38,0.0003873683399797301
64,direct,8,7.254833000843064e-07
256,direct,8,2.286541499415762e-06
8192,direct,8,0.00038526499996805797
8192,keyvalue,10,0.0004555508400153485
4096,keyvalue,37,0.0001935491699987324
128,direct,4,1.202916600232129e-06
2048,indirect,27,2.9825625006196788e-05
16384,indirect,39,0.0011132383199583273
128,direct,30,1.26162500018836e-06
256,keyvalue,19,2.974250000079337e-06
4194304,indirect,3,0.5107505840005615
256,keyvalue,4,2.879583499634464e-06
256,direct,17,2.3098959991330046e-06
65536,direct,7,0.004185319500114322
4,direct,39,3.571608399943216e-07
32768,indirect,39,0.0024729617499967085
512,direct,26,4.5554999996966214e-06
512,direct,11,4.433374999280204e-06
4,indirect,21,6.138866800029064e-07
32768,direct,26,0.0018720660000326461
32,indirect,30,8.338228999491549e-07
2048,keyvalue,14,6.06347899974935e-05
16,keyvalue,25,7.226360999993631e-07
32768,indirect,20,0.002430291666617753
32768,direct,21,0.0018831180833937349
128,keyvalue,19,1.6524834001756973e-06
4096,indirect,7,0.00019732666998606874
32,direct,24,5.158041500180843e-07
1024,keyvalue,25,1.101316600033897e-05
32,keyvalue,1,8.111895999718399e-07
1048576,keyvalue,8,0.08776433300045028
128,keyvalue,17,1.6662165999150603e-06
4096,direct,22,0.00012537915999928374
8192,indirect,27,0.0005174058199918363
32768,indirect,31,0.0023902673333395796
256,indirect,24,3.0787499999860303e-06
16384,indirect,1,0.001085391679953318
32,indirect,5,8.265437500085682e-07
8192,direct,20,0.0004125833199941553
256,keyvalue,39,2.9331875002753803e-06
128,keyvalue,30,1.676533399950131e-06
256,indirect,15,3.259957999944163e-06
512,keyvalue,38,5.551459000344039e-06
32,keyvalue,26,7.864041500397434e-07
256,direct,9,2.1715209995818442e-06
64,direct,17,7.292624999536202e-07
4096,indirect,24,0.0001697512499958975
65536,indirect,10,0.005298416666543441
1024,keyvalue,14,1.143008199869655e-05
4194304,indirect,9,0.511678374999974
8,direct,21,3.8608832001045814e-07
1024,indirect,39,1.2385750000248663e-05
64,direct,26,7.631791000676458e-07
8192,direct,25,0.0003826866599774803
4,direct,35,3.653583199775312e-07
32768,direct,28,0.0019262985833847779
32,direct,15,5.333645499376872e-07
512,keyvalue,17,5.430334000266157e-06
32,indirect,32,8.420332999776293e-07
256,direct,36,2.247166499728337e-06
32768,keyvalue,14,0.002050086833454164
4,indirect,19,6.336783399819979e-07
1024,direct,31,1.0042499998235143e-05
512,keyvalue,9,5.401042000812595e-06
256,keyvalue,28,2.9334999999264254e-06
65536,direct,2,0.004079138833427957
512,direct,0,4.385249998449581e-06
32,keyvalue,30,8.353208500011533e-07
16,direct,11,4.550902666475546e-07
16,keyvalue,17,7.281305666765547e-07
4096,keyvalue,38,0.0001704595800038078
16384,keyvalue,12,0.0009254599999985657
8192,direct,27,0.0003807816799962893
4,direct,3,3.56899180005712e-07
32768,indirect,3,0.0024972604166274928
64,indirect,1,1.091758300026413e-06
16384,direct,19,0.0008760633200290613
128,keyvalue,37,1.6119250001793262e-06
64,keyvalue,1,1.0490791000847821e-06
65536,direct,10,0.004053930500049319
4096,direct,9,0.00015615250000337256
64,keyvalue,13,1.0115125000083935e-06
16,keyvalue,7,7.083735999913188e-07
64,keyvalue,8,1.0570417000053567e-06
64,direct,9,7.399166999675799e-07
16,indirect,34,7.271791666425998e-07
1024,direct,16,9.463916001550387e-06
16,direct,36,4.322360999746403e-07
1048576,indirect,4,0.10846154099999694
4096,direct,2,0.00012598249999427934
8192,direct,6,0.0003849141600221628
128,direct,16,1.2047583997627954e-06
1024,indirect,35,1.2851834002503893e-05
2048,direct,20,3.831520999483473e-05
512,keyvalue,27,5.24441699963063e-06
8,keyvalue,20,6.274941800074885e-07
2048,keyvalue,11,3.134874999886961e-05
1024,keyvalue,17,1.1337667998304823e-05
4194304,indirect,8,0.5155783749996772
16384,direct,39,0.0008816616800322663
32,keyvalue,32,7.702500000050349e-07
32,direct,31,4.999312500331144e-07
4096,indirect,13,0.0002067012499901466
4,keyvalue,32,6.302400000276975e-07
1024,direct,18,9.282081999117508e-06
4096,indirect,0,0.00018733417000476037
16,direct,17,4.4825696671371893e-07
64,keyvalue,29,1.0498790999918129e-06
262144,indirect,5,0.023495083500165492
32,keyvalue,39,8.085354000286316e-07
512,keyvalue,4,5.523249999896507e-06
1024,direct,6,9.610665998479818e-06
2048,direct,30,4.203999999845109e-05
1024,direct,26,9.662666001531761e-06
32768,direct,6,0.001964722249946741
64,direct,33,7.449540999004966e-07
512,direct,12,4.529208001258666e-06
512,indirect,18,6.521375000374974e-06
4194304,direct,5,0.3647266249990935
32,direct,18,5.185250000067754e-07
32,keyvalue,15,7.776853999530431e-07
8192,indirect,4,0.0004897941600211197
128,direct,33,1.2498584001150448e-06
8,keyvalue,35,6.30916679983784e-07
64,direct,12,7.193082999947364e-07
128,direct,26,1.213975000064238e-06
512,keyvalue,16,5.483332999574486e-06
8,keyvalue,1,6.499091600198881e-07
2048,keyvalue,38,3.0066455001360736e-05
32,indirect,8,8.417604500209564e-07
64,direct,2,7.263708999744267e-07
16,indirect,22,7.193555666769195e-07
16384,indirect,8,0.0011597183199774008
16384,indirect,13,0.0011326716800249415
128,keyvalue,18,1.6408584000600967e-06
4096,direct,27,0.00016440625000541331
128,indirect,38,1.7785667998396093e-06
16384,keyvalue,2,0.0009485683600360062
256,keyvalue,32,2.8895414998260095e-06
4,indirect,32,6.207625000024564e-07
512,direct,35,4.6226669983298056e-06
8,indirect,21,6.407516600302188e-07
16,indirect,12,7.044361333100823e-07
256,keyvalue,11,2.808875000482658e-06
256,direct,12,2.3194374998638524e-06
262144,indirect,3,0.023764999999912106
32768,indirect,28,0.0024165381666231647
4,indirect,1,6.17438340013905e-07
4096,indirect,22,0.00017076541000278665
256,keyvalue,31,2.9723540001214134e-06
32,indirect,7,8.352770999408676e-07
32768,direct,20,0.001945027833395822
32768,keyvalue,28,0.0020142847500513503
2048,indirect,8,3.232187499634165e-05
1024,direct,14,9.366918002342572e-06
512,direct,25,4.511957999056904e-06
8192,keyvalue,19,0.0004002050000053714
64,direct,31,7.446707999406499e-07
256,direct,2,2.3355624998657733e-06
512,direct,1,4.742416998851695e-06
16384,direct,38,0.0008828316399740288
1024,direct,30,9.65533199996571e-06
512,direct,34,4.543667000689311e-06
256,indirect,34,3.179520999765373e-06
32768,keyvalue,32,0.0020930694166357475
16384,keyvalue,22,0.0009596966399840312
64,direct,5,7.311750001463224e-07
4096,keyvalue,10,0.00016014916998756236
4096,direct,35,0.00018911625000328058
65536,indirect,2,0.005071888833299454
256,keyvalue,22,2.898624999943422e-06
512,keyvalue,23,5.5428340001526525e-06
64,direct,20,7.258249999722466e-07
65536,keyvalue,6,0.004290972166624367
256,keyvalue,18,2.97179200060782e-06
16384,indirect,26,0.0011712850000185427
4,direct,5,3.61925839970354e-07
4096,indirect,8,0.000208466669992049
32,direct,25,5.181437500141328e-07
8192,keyvalue,15,0.00041062668002268766
1024,direct,22,1.0190916000283324e-05
262144,indirect,7,0.023758021000503504
64,indirect,19,1.0841875000551227e-06
4194304,keyvalue,8,0.37807879199863237
64,indirect,13,1.1201624998648186e-06
64,indirect,6,1.1330374998578919e-06
1048576,keyvalue,11,0.08785370800069359
2048,keyvalue,22,5.510583499926725e-05
32768,direct,34,0.0019773264166360605
8,indirect,10,6.237449999753153e-07
1048576,keyvalue,7,0.08648325000103796
262144,indirect,11,0.023405270500006736
2048,keyvalue,31,2.9539375000240397e-05
8192,keyvalue,37,0.00041679500001919225
512,direct,24,4.5945420006319185e-06
32768,indirect,22,0.00242433683327666
256,keyvalue,24,2.8340210001260858e-06
512,keyvalue,39,5.57291600125609e-06
8192,indirect,32,0.0004903791800097679
8192,indirect,39,0.0005176366600062465
256,direct,32,2.3152710000431397e-06
32768,indirect,24,0.002407361083290501
8192,keyvalue,25,0.0004454474999874947
1024,direct,5,9.395083998242626e-06
2048,keyvalue,26,4.507916999500594e-05
64,indirect,5,1.127387499946053e-06
16,direct,12,4.294166666416762e-07
128,indirect,21,1.851758400152903e-06
16384,direct,24,0.0008841000000393251
128,keyvalue,27,1.6294084001856391e-06
4,indirect,23,6.215458199949353e-07
32768,indirect,37,0.0023738124999302577
256,indirect,33,3.1879164998827034e-06
8192,direct,22,0.0004097449999972014
16,indirect,33,6.944555666753635e-07
8,keyvalue,37,6.411350000053062e-07
4096,keyvalue,0,0.00013210416998845175
65536,direct,11,0.00427143750008933
4,indirect,17,6.060583399812458e-07
128,keyvalue,39,1.6053250001277774e-06
1024,direct,15,9.518666000076338e-06
4,keyvalue,34,6.090716600010637e-07
32,keyvalue,31,7.8103124997142e-07
4096,keyvalue,25,0.00013833499999236666
256,indirect,37,3.154250000079628e-06
2048,keyvalue,33,3.619854000135092e-05
16384,indirect,33,0.0010959383600129514
16384,direct,25,0.0008638900000369176
8192,indirect,6,0.0004893900000024587
16,indirect,3,7.268055333649196e-07
16384,direct,0,0.0008619049999833805
8192,direct,14,0.0004006816599940066
8192,keyvalue,1,0.0004604299999846262
32768,indirect,11,0.0023800903333418924
4,keyvalue,6,6.12595840029826e-07
8192,keyvalue,39,0.0003846941600204445
512,keyvalue,10,5.483792001541588e-06
4,indirect,35,6.334583399802796e-07
64,keyvalue,11,1.0552334000749397e-06
128,keyvalue,3,1.6983083998638904e-06
64,direct,22,7.375334000244038e-07
128,indirect,23,1.866524999786634e-06
4096,indirect,37,0.00021728125000663567
8192,keyvalue,9,0.0004206658199836966
1024,indirect,36,1.3285334000102011e-05
32768,keyvalue,39,0.0020343923333712155
4,direct,19,3.6523333998047747e-07
2048,direct,32,5.42433299960976e-05
4096,keyvalue,22,0.00014273541999500593
128,keyvalue,31,1.6037916000641416e-06
32,keyvalue,10,7.778458500069973e-07
2048,indirect,2,7.687166499636078e-05
4096,keyvalue,7,0.00014128374999927473
2048,indirect,14,8.163374999639928e-05
16,indirect,38,7.123264000256313e-07
8,indirect,3,6.38918320000812e-07
16384,keyvalue,14,0.0009063966800022171
4,indirect,13,6.189766800162033e-07
32,direct,30,4.96225000006234e-07
8,indirect,0,6.624033400294138e-07
32768,indirect,17,0.00238273616666144
1024,indirect,13,1.2906916002975776e-05
256,indirect,6,3.1640414999856147e-06
256,direct,11,2.2948334999455256e-06
1048576,direct,9,0.08171625000068161
16384,keyvalue,31,0.0009089666400541319
8192,keyvalue,22,0.0004236558400225476
262144,direct,9,0.018582208000225364
4096,keyvalue,28,0.00017218291999597567
4,direct,12,3.7168083999858935e-07
8,direct,20,3.905875000054948e-07
16,direct,4,4.49940300010591e-07
4,direct,18,3.695508199962205e-07
4,direct,20,3.666891800094163e-07
8,indirect,5,1.211589999984426e-06
128,keyvalue,4,1.6654084000037983e-06
16384,direct,13,0.000874608320009429
128,indirect,26,1.81793320007273e-06
65536,keyvalue,5,0.004484055500142858
512,indirect,3,6.062874999770429e-06
512,keyvalue,26,5.450208000183921e-06
8192,keyvalue,4,0.00044585584000742526
1024,keyvalue,0,1.1820499999885215e-05
2048,direct,0,2.6166249999732826e-05
4,indirect,39,6.178274999911082e-07
16,direct,14,4.2507916665878536e-07
4096,direct,14,0.00013199332999647595
8192,indirect,33,0.0005164091600090615
4096,direct,23,0.0001845566699921619
512,direct,18,4.723333000583807e-06
32768,indirect,29,0.002452475750033045
32,keyvalue,21,7.888791499681247e-07
64,indirect,11,1.1271542000031332e-06
1048576,indirect,10,0.10793612499946903
4096,keyvalue,24,0.0001916625000012573
16384,direct,21,0.0008710633200098528
2048,keyvalue,20,5.5198125000970325e-05
4,direct,36,3.587224999864702e-07
2048,indirect,30,3.138979000141262e-05
4,indirect,11,6.171933400037233e-07
32768,direct,16,0.0019002916666674234
128,keyvalue,11,1.6499582001415547e-06
1024,keyvalue,22,1.215358199988259e-05
32768,indirect,14,0.002420194499942833
8192,indirect,15,0.00048386000002210495
4194304,direct,3,0.35956445899864775
8192,keyvalue,7,0.00046556916000554336
4,indirect,24,6.268183400243288e-07
8192,direct,32,0.00039010500000586035
256,indirect,21,3.110499999820604e-06
8,indirect,7,6.456616799914627e-07
8192,keyvalue,30,0.00042931168001814513
16384,keyvalue,7,0.0009593100000347476
4096,direct,29,0.0001827449999836972
1048576,direct,4,0.08315437500095868
256,direct,1,2.1679790006601253e-06
32,keyvalue,28,8.383041500565013e-07
4,keyvalue,33,6.222883400187129e-07
256,indirect,9,3.225124999516993e-06
16384,direct,11,0.0008904150000307709
32,direct,33,4.823687499992957e-07
32768,keyvalue,17,0.0020500034165706893
1024,keyvalue,38,1.139225000224542e-05
128,direct,11,1.2177082000562223e-06
128,direct,21,1.1856249999254941e-06
16384,indirect,16,0.00115827667999838
256,direct,30,2.3689789995842146e-06
16384,direct,2,0.0008657216799474554
8192,indirect,17,0.0005036016600206495
16384,indirect,37,0.0011504650000279072
16,direct,15,4.4990556665046216e-07
8192,direct,15,0.00040195665998908224
32768,keyvalue,13,0.0020323714999600875
512,indirect,13,6.165417000374873e-06
64,indirect,20,1.067266700010805e-06
8,keyvalue,11,6.391325000004144e-07
16384,direct,23,0.0008593433200439904
16,keyvalue,5,7.346694333440003e-07
8192,keyvalue,20,0.00042945834000420293
4096,direct,28,0.00016088166999907118
4194304,direct,6,0.36875708399929863
512,direct,38,4.4410410009732e-06
16,keyvalue,1,6.620486000125918e-07
1024,direct,11,1.0473165999428602e-05
8192,keyvalue,21,0.0003930158400180517
262144,keyvalue,10,0.019196500000361993
8192,indirect,21,0.0005253941599949031
8,keyvalue,4,6.307616599951871e-07
8192,indirect,8,0.0005288116600058857
1048576,keyvalue,2,0.08692629199867952
16,indirect,7,7.189180333322535e-07
8192,keyvalue,17,0.00041604499998356917
64,indirect,7,1.1199292001037974e-06
8192,direct,9,0.00040492082000127995
2048,keyvalue,23,5.752499999289285e-05
8,indirect,37,6.457824999961304e-07
512,direct,17,4.718542000773596e-06
32,keyvalue,13,8.342541500496736e-07
2048,keyvalue,1,6.185958000060054e-05
16,indirect,27,7.28454166710435e-07
4,indirect,2,6.359766600144212e-07
512,indirect,10,6.266583000979154e-06
8192,indirect,13,0.0004604783199829399
16384,indirect,30,0.0011105283600045368
512,indirect,36,5.912665999858291e-06
512,direct,32,4.424167000252055e-06
2048,keyvalue,5,6.892916499964485e-05
64,direct,11,7.288250000783592e-07
16384,keyvalue,15,0.0009393999999883818
512,indirect,6,6.404249999832246e-06
16384,keyvalue,8,0.0009364183199795661
32768,indirect,2,0.002492555583254822
65536,keyvalue,10,0.004438215166677158
16,keyvalue,34,7.338000000042181e-07
128,direct,39,1.280633400165243e-06
2048,indirect,29,5.504312500306696e-05
4,keyvalue,30,6.225466799878632e-07
32,direct,2,5.405832999713312e-07
128,keyvalue,1,1.6396333998272893e-06
32,indirect,11,8.173250000254484e-07
16,keyvalue,21,7.20830566630563e-07
32,indirect,4,9.007541500068328e-07
1024,direct,33,9.26683400030015e-06
64,indirect,4,1.1022958999092226e-06
64,keyvalue,33,1.045137499932025e-06
512,direct,22,4.470459000003757e-06
1024,keyvalue,19,1.1004083997249836e-05
64,direct,16,7.288208000318264e-07
256,indirect,18,3.1817709996175837e-06
16,keyvalue,35,7.167236000289752e-07
128,keyvalue,12,1.6008418002456893e-06
4194304,keyvalue,2,0.3824380829992151
256,indirect,36,3.364582999893173e-06
64,keyvalue,34,1.0541874999034918e-06
128,indirect,16,1.8205749998742249e-06
1048576,indirect,8,0.10825949999889417
16384,keyvalue,34,0.0009369249999872409
