Series length,Number of samples,Estimator,Runtime_multi,Runtime_per_sample
1536,3,moment_quant_exact_samples,0.002790124999592,0.0009300416665306666
1536,4,moment_quant_exact_samples,0.0028410000013536,0.0007102500003384
1536,8,moment_quant_exact_samples,0.0040019169973675,0.0005002396246709375
1536,10,moment_quant_exact_samples,0.0049300830032734,0.00049300830032734
1536,16,moment_quant_exact_samples,0.0069742500018037,0.00043589062511273125
1536,30,moment_quant_exact_samples,0.0137196659998153,0.00045732219999384334
1536,32,moment_quant_exact_samples,0.0134415840002475,0.00042004950000773436
1536,64,moment_quant_exact_samples,0.0256703749982989,0.00040109960934842033
1536,100,moment_quant_exact_samples,0.0405314999989059,0.000405314999989059
1536,300,moment_quant_exact_samples,0.1108930410009634,0.00036964347000321133
1536,1000,moment_quant_exact_samples,0.3590387500007637,0.0003590387500007637
1536,3000,moment_quant_exact_samples,1.0688624169997638,0.0003562874723332546
1536,10000,moment_quant_exact_samples,3.608230041998467,0.0003608230041998467
2048,1,moment_quant_exact_samples,0.0032821659988258,0.0032821659988258
2048,2,moment_quant_exact_samples,0.0033780829980969,0.00168904149904845
2048,3,moment_quant_exact_samples,0.0035294590015837,0.0011764863338612334
2048,4,moment_quant_exact_samples,0.0035748329974012,0.0008937082493503
2048,8,moment_quant_exact_samples,0.0056704170019656,0.0007088021252457
2048,10,moment_quant_exact_samples,0.0069310409999161,0.00069310409999161
2048,16,moment_quant_exact_samples,0.008979125002952,0.0005611953126845
2048,30,moment_quant_exact_samples,0.0172000829988974,0.0005733360999632467
2048,32,moment_quant_exact_samples,0.0174071670007833,0.0005439739687744782
2048,64,moment_quant_exact_samples,0.0347314169994206,0.0005426783906159469
2048,100,moment_quant_exact_samples,0.0553177920010057,0.000553177920010057
2048,300,moment_quant_exact_samples,0.1521785000004456,0.0005072616666681521
2048,1000,moment_quant_exact_samples,0.4831104170007165,0.0004831104170007165
2048,3000,moment_quant_exact_samples,1.4558908330000122,0.0004852969443333374
2048,10000,moment_quant_exact_samples,4.8771589579992,0.00048771589579992
4096,1,moment_quant_exact_samples,0.0063576249995094,0.0063576249995094
4096,2,moment_quant_exact_samples,0.0065288330006296,0.0032644165003148
4096,3,moment_quant_exact_samples,0.0074770409992197,0.0024923469997399
4096,4,moment_quant_exact_samples,0.0068902919992979,0.001722572999824475
4096,8,moment_quant_exact_samples,0.0098126249977212,0.00122657812471515
4096,10,moment_quant_exact_samples,0.013784000002488,0.0013784000002488
4096,16,moment_quant_exact_samples,0.0192242080011055,0.0012015130000690938
4096,30,moment_quant_exact_samples,0.0367012919996341,0.0012233763999878035
4096,32,moment_quant_exact_samples,0.0380985410010907,0.0011905794062840843
4096,64,moment_quant_exact_samples,0.0703697079989069,0.0010995266874829204
4096,100,moment_quant_exact_samples,0.110149125001044,0.0011014912500104399
4096,300,moment_quant_exact_samples,0.3092199579987209,0.0010307331933290696
4096,1000,moment_quant_exact_samples,1.0441352909983834,0.0010441352909983834
4096,3000,moment_quant_exact_samples,3.13258504100304,0.00104419501366768
4096,10000,moment_quant_exact_samples,10.56486437499916,0.001056486437499916
8192,1,moment_quant_exact_samples,0.0140877090016147,0.0140877090016147
8192,2,moment_quant_exact_samples,0.0151549170004727,0.00757745850023635
8192,3,moment_quant_exact_samples,0.016844416000822,0.005614805333607333
8192,4,moment_quant_exact_samples,0.0162386660012998,0.00405966650032495
8192,8,moment_quant_exact_samples,0.0213427920025424,0.0026678490003178
8192,10,moment_quant_exact_samples,0.0322972909998497,0.00322972909998497
8192,16,moment_quant_exact_samples,0.041802584000834,0.002612661500052125
8192,30,moment_quant_exact_samples,0.075208541999018,0.0025069513999672667
8192,32,moment_quant_exact_samples,0.0779822080003214,0.002436944000010044
8192,64,moment_quant_exact_samples,0.150748541997018,0.0023554459687034064
8192,100,moment_quant_exact_samples,0.2325899169991316,0.002325899169991316
8192,300,moment_quant_exact_samples,0.681376625001576,0.0022712554166719203
8192,1000,moment_quant_exact_samples,2.282117292001203,0.0022821172920012033
8192,3000,moment_quant_exact_samples,6.975390166997386,0.0023251300556657952
