Series length,Number of samples,Estimator,Runtime_single,Runtime_multi,Speedup
32,10000,moment_quant_approx_samples,0.1537055840000221,0.1093175419991894,1.4060468355679077
64,1,moment_quant_approx_samples,0.0165587080000477,0.0170179590022598,0.9730137437661522
64,3,moment_quant_approx_samples,0.0170804580000094,0.0175908749988593,0.9709839903425498
64,10,moment_quant_approx_samples,0.0172309579998,0.0177530420005496,0.9705918568359476
64,30,moment_quant_approx_samples,0.0176430000001346,0.01801712499946,0.9792350333731595
64,100,moment_quant_approx_samples,0.0191730419999203,0.0191922079975483,0.9990013656776517
64,300,moment_quant_approx_samples,0.0242146250000132,0.0234118750013294,1.0342881549913545
64,1000,moment_quant_approx_samples,0.0445899169999393,0.037141499997233,1.2005416314166417
64,3000,moment_quant_approx_samples,0.0996592500000588,0.0738628750004863,1.349246830690014
64,10000,moment_quant_approx_samples,0.2969580829999358,0.206405665998318,1.4387109072982314
128,1,moment_quant_approx_samples,0.0174945419998948,0.0179124590031278,0.9766689206010173
128,3,moment_quant_approx_samples,0.0182016670000848,0.0185272919989074,0.9824245767356719
128,10,moment_quant_approx_samples,0.0184613329997773,0.0187624159989354,0.983952866242003
128,30,moment_quant_approx_samples,0.0191647090000515,0.0192250000000058,0.9968639271805314
128,100,moment_quant_approx_samples,0.0223026250000657,0.021106874999532,1.0566521572028174
128,300,moment_quant_approx_samples,0.0328358750002735,0.0273407500026223,1.2009866224271153
128,1000,moment_quant_approx_samples,0.0632888330001151,0.0452136669991887,1.3997721751091488
128,3000,moment_quant_approx_samples,0.1500395829998524,0.1007272919996467,1.4895623621091558
128,10000,moment_quant_approx_samples,0.5009551249995638,0.3617227909999201,1.384914463406522
192,1,moment_quant_approx_samples,0.0131181669999023,0.013527958002669,0.9697078448435565
192,3,moment_quant_approx_samples,0.0137561249998725,0.0141633749990432,0.9712462602170591
192,10,moment_quant_approx_samples,0.0140920829999231,0.0144055829987337,0.9782376042095514
192,30,moment_quant_approx_samples,0.0151029580001704,0.0149814579999656,1.0081100250860149
192,100,moment_quant_approx_samples,0.019021249999696,0.0175375420003547,1.0846018215843072
192,300,moment_quant_approx_samples,0.030461791000107,0.0255756250007834,1.19104776517383
192,1000,moment_quant_approx_samples,0.0727566670002488,0.0468236250017071,1.5538452436691141
192,3000,moment_quant_approx_samples,0.1901929590003419,0.115418707999197,1.647852088256482
192,10000,moment_quant_approx_samples,0.6913293329998851,0.4304597080008534,1.6060256515309312
256,1,moment_quant_approx_samples,0.0133168749998731,0.0137349579999863,0.9695606641015126
256,3,moment_quant_approx_samples,0.0140021669999441,0.0144324169996252,0.9701886385563642
256,10,moment_quant_approx_samples,0.0145575410001583,0.0147513749980134,0.9868599369291877
256,30,moment_quant_approx_samples,0.0158992080000643,0.0155296249977254,1.023798578677401
256,100,moment_quant_approx_samples,0.0210883749996355,0.0191090830012399,1.1035785965379485
256,300,moment_quant_approx_samples,0.0363113749999683,0.0282024160005676,1.2875271040338354
256,1000,moment_quant_approx_samples,0.0911871670000437,0.0571053749990824,1.5968228385070398
256,3000,moment_quant_approx_samples,0.2489856660004079,0.1455363330023829,1.7108144809195598
256,10000,moment_quant_approx_samples,0.905978249999862,0.5666602920027799,1.5988031326455066
384,1,moment_quant_approx_samples,0.0208759160000227,0.0215102080001088,0.9705120471134964
384,3,moment_quant_approx_samples,0.0218739590000041,0.0223940829964703,0.9767740435476557
384,10,moment_quant_approx_samples,0.0226414169997042,0.0228384160000132,0.9913742266403726
384,30,moment_quant_approx_samples,0.0247125420000884,0.0238454169993929,1.0363644301425963
