Dataset,SeriesLength,LengthBin,Estimator,Stage,MeanTime,PctOfTotal
InsectEPGRegularTrain,601,Medium-long,moment_quant_exact,Classification (inference),0.006186309800492937,2.2080464040117596
InsectEPGRegularTrain,601,Medium-long,moment_quant_exact,Classification (training),0.13680726806730184,48.82988502687152
InsectEPGRegularTrain,601,Medium-long,moment_quant_exact,Transformation (inference),0.09183186239946124,32.777054509729865
InsectEPGRegularTrain,601,Medium-long,moment_quant_exact,Transformation (training),0.04534574586602195,16.18501405938685
InsectEPGRegularTrain,601,Medium-long,quant,Classification (inference),0.006289606966796137,1.8422321023506096
InsectEPGRegularTrain,601,Medium-long,quant,Classification (training),0.13586274723347738,39.79433306220629
InsectEPGRegularTrain,601,Medium-long,quant,Transformation (inference),0.14553445833274353,42.62718681058683
InsectEPGRegularTrain,601,Medium-long,quant,Transformation (training),0.05372548610030203,15.736248024856259
InsectEPGSmallTrain,601,Medium-long,moment_quant_approx,Classification (inference),0.006158855600854873,2.79250161300904
InsectEPGSmallTrain,601,Medium-long,moment_quant_approx,Classification (training),0.10604785556740046,48.08341466668097
InsectEPGSmallTrain,601,Medium-long,moment_quant_approx,Transformation (inference),0.0773575401663644,35.07486937394661
InsectEPGSmallTrain,601,Medium-long,moment_quant_approx,Transformation (training),0.03098550849948268,14.049214346363373
InsectEPGSmallTrain,601,Medium-long,moment_quant_exact,Classification (inference),0.006135413800317673,2.8355902131850876
InsectEPGSmallTrain,601,Medium-long,moment_quant_exact,Classification (training),0.1020119582669091,47.146634261981774
InsectEPGSmallTrain,601,Medium-long,moment_quant_exact,Transformation (inference),0.0925754639662045,42.78539119725656
InsectEPGSmallTrain,601,Medium-long,moment_quant_exact,Transformation (training),0.015648830499655205,7.232384327576579
InsectEPGSmallTrain,601,Medium-long,quant,Classification (inference),0.006308341668045563,2.1860043214735954
InsectEPGSmallTrain,601,Medium-long,quant,Classification (training),0.10100163746634881,34.99969208956188
InsectEPGSmallTrain,601,Medium-long,quant,Transformation (inference),0.14819719443209273,51.3541790388132
InsectEPGSmallTrain,601,Medium-long,quant,Transformation (training),0.033071472233859776,11.460124550151322
InsectWingbeatSound,256,Medium-short,moment_quant_approx,Classification (inference),0.040420941633055874,4.037169657400195
InsectWingbeatSound,256,Medium-short,moment_quant_approx,Classification (training),0.7547346332328744,75.38151358119336
InsectWingbeatSound,256,Medium-short,moment_quant_approx,Transformation (inference),0.17299181950026343,17.278106259993017
InsectWingbeatSound,256,Medium-short,moment_quant_approx,Transformation (training),0.03307239730056603,3.3032105014134254
InsectWingbeatSound,256,Medium-short,moment_quant_exact,Classification (inference),0.04061157916682224,3.7696418037659525
InsectWingbeatSound,256,Medium-short,moment_quant_exact,Classification (training),0.7538155583327656,69.9705527171874
InsectWingbeatSound,256,Medium-short,moment_quant_exact,Transformation (inference),0.21452143746694974,19.91227613084354
InsectWingbeatSound,256,Medium-short,moment_quant_exact,Transformation (training),0.06838400146686273,6.347529348203104
InsectWingbeatSound,256,Medium-short,quant,Classification (inference),0.0401997319667619,3.3357751916432776
InsectWingbeatSound,256,Medium-short,quant,Classification (training),0.7541357583329955,62.57821210992842
InsectWingbeatSound,256,Medium-short,quant,Transformation (inference),0.3540478125005999,29.37890010240791
InsectWingbeatSound,256,Medium-short,quant,Transformation (training),0.0567258444668065,4.707112596020384
ItalyPowerDemand,24,Short,moment_quant_approx,Classification (inference),0.009597731933172272,9.939571472001289
ItalyPowerDemand,24,Short,moment_quant_approx,Classification (training),0.06458958196599265,66.89004972922557
ItalyPowerDemand,24,Short,moment_quant_approx,Transformation (inference),0.01617781246701872,16.754012760118602
ItalyPowerDemand,24,Short,moment_quant_approx,Transformation (training),0.006195695800124617,6.416366038654548
ItalyPowerDemand,24,Short,moment_quant_exact,Classification (inference),0.010366893033885041,8.16362060831215
ItalyPowerDemand,24,Short,moment_quant_exact,Classification (training),0.06700800700103474,52.76681693228302
ItalyPowerDemand,24,Short,moment_quant_exact,Transformation (inference),0.04495896523245993,35.40385088381239
ItalyPowerDemand,24,Short,moment_quant_exact,Transformation (training),0.0046550472664723935,3.665711575592455
ItalyPowerDemand,24,Short,quant,Classification (inference),0.009594040266044079,10.373033794357104
ItalyPowerDemand,24,Short,quant,Classification (training),0.06472896669923402,69.9846717781
ItalyPowerDemand,24,Short,quant,Transformation (inference),0.011560586033980707,12.499254358716662
ItalyPowerDemand,24,Short,quant,Transformation (training),0.006606612433824873,7.1430400688262425
KeplerLightCurves,4767,Long,moment_quant_approx,Classification (inference),0.02705390003296386,0.073832635280794
KeplerLightCurves,4767,Long,moment_quant_approx,Classification (training),34.617198038966066,94.47358621639708
KeplerLightCurves,4767,Long,moment_quant_approx,Transformation (inference),0.6261385930003598,1.7087910547424487
KeplerLightCurves,4767,Long,moment_quant_approx,Transformation (training),1.3718069597666422,3.7437900935796904
KeplerLightCurves,4767,Long,moment_quant_exact,Classification (inference),0.027271765367186118,0.06645168609986782
KeplerLightCurves,4767,Long,moment_quant_exact,Classification (training),35.85676517209989,87.37030667768995
KeplerLightCurves,4767,Long,moment_quant_exact,Transformation (inference),1.552105819399488,3.781935174193486
KeplerLightCurves,4767,Long,moment_quant_exact,Transformation (training),3.603847298766292,8.781306462016682
KeplerLightCurves,4767,Long,quant,Classification (inference),0.02979828193395704,0.06590305888914826
KeplerLightCurves,4767,Long,quant,Classification (training),35.87108667080077,79.33391403313021
KeplerLightCurves,4767,Long,quant,Transformation (inference),2.8362640111328803,6.272793665256807
KeplerLightCurves,4767,Long,quant,Transformation (training),6.478175538867557,14.327389242723847
LargeKitchenAppliances,720,Medium-long,moment_quant_approx,Classification (inference),0.010729534700173297,0.47861217176576465
LargeKitchenAppliances,720,Medium-long,moment_quant_approx,Classification (training),2.0126356846994895,89.77760573454701
LargeKitchenAppliances,720,Medium-long,moment_quant_approx,Transformation (inference),0.10866393333393105,4.847170224886174
LargeKitchenAppliances,720,Medium-long,moment_quant_approx,Transformation (training),0.10977231683379306,4.896611868801051
LargeKitchenAppliances,720,Medium-long,moment_quant_exact,Classification (inference),0.010691723666726173,0.5247484683613143
LargeKitchenAppliances,720,Medium-long,moment_quant_exact,Classification (training),1.8481980332663321,90.70932970360504
LargeKitchenAppliances,720,Medium-long,moment_quant_exact,Transformation (inference),0.09031906939878047,4.4328486975703605
LargeKitchenAppliances,720,Medium-long,moment_quant_exact,Transformation (training),0.08828614723412705,4.333073130463293
LargeKitchenAppliances,720,Medium-long,quant,Classification (inference),0.01068758066636893,0.4891567104615764
LargeKitchenAppliances,720,Medium-long,quant,Classification (training),1.8611964597335222,85.18454888774117
LargeKitchenAppliances,720,Medium-long,quant,Transformation (inference),0.1546247138995871,7.076972681496625
LargeKitchenAppliances,720,Medium-long,quant,Transformation (training),0.15839036653317934,7.24932172030063
Lightning2,637,Medium-long,moment_quant_approx,Classification (inference),0.005300085933170776,1.602704939318381
Lightning2,637,Medium-long,moment_quant_approx,Classification (training),0.25063322353380496,75.78954575074322
Lightning2,637,Medium-long,moment_quant_approx,Transformation (inference),0.0365270834336115,11.045507143866427
Lightning2,637,Medium-long,moment_quant_approx,Transformation (training),0.038235907032503694,11.562242166071977
Lightning2,637,Medium-long,moment_quant_exact,Classification (inference),0.005329841634132463,1.5536488221959315
Lightning2,637,Medium-long,moment_quant_exact,Classification (training),0.2508599889668403,73.12568611766174
Lightning2,637,Medium-long,moment_quant_exact,Transformation (inference),0.04175752086642505,12.172317221673557
Lightning2,637,Medium-long,moment_quant_exact,Transformation (training),0.04510582489965596,13.148347838468764
Lightning2,637,Medium-long,quant,Classification (inference),0.005490869466787693,1.5095174538805387
Lightning2,637,Medium-long,quant,Classification (training),0.24986583756617617,68.69164259249476
Lightning2,637,Medium-long,quant,Transformation (inference),0.054053759700279085,14.86014085910716
Lightning2,637,Medium-long,quant,Transformation (training),0.05433951526744442,14.938699094517547
Lightning7,319,Medium-short,moment_quant_approx,Classification (inference),0.005695938866119784,1.648896838780778
Lightning7,319,Medium-short,moment_quant_approx,Classification (training),0.280675187400387,81.25164965893929
Lightning7,319,Medium-short,moment_quant_approx,Transformation (inference),0.02859701673345014,8.278447433981874
Lightning7,319,Medium-short,moment_quant_approx,Transformation (training),0.030471227866413104,8.821006068298049
Lightning7,319,Medium-short,moment_quant_exact,Classification (inference),0.005544420900453836,1.593985528586557
Lightning7,319,Medium-short,moment_quant_exact,Classification (training),0.2841328820012373,81.68638532988933
Lightning7,319,Medium-short,moment_quant_exact,Transformation (inference),0.027439166665377893,7.88858482542458
Lightning7,319,Medium-short,moment_quant_exact,Transformation (training),0.030717359600142373,8.831044316099531
Lightning7,319,Medium-short,quant,Classification (inference),0.005910850066478157,1.608198358793078
Lightning7,319,Medium-short,quant,Classification (training),0.28407060706667836,77.28869433803521
Lightning7,319,Medium-short,quant,Transformation (inference),0.03856542353387336,10.4927125770065
Lightning7,319,Medium-short,quant,Transformation (training),0.03899795819937323,10.610394726165204
Mallat,1024,Long,moment_quant_approx,Classification (inference),0.045635422199848064,3.523626645558841
Mallat,1024,Long,moment_quant_approx,Classification (training),0.4113344095994156,31.76017260347688
Mallat,1024,Long,moment_quant_approx,Transformation (inference),0.7914650250335399,61.111021149824296
Mallat,1024,Long,moment_quant_approx,Transformation (training),0.04669163613337632,3.6051796011399784
Mallat,1024,Long,moment_quant_exact,Classification (inference),0.045050376334014146,2.1454463462161435
Mallat,1024,Long,moment_quant_exact,Classification (training),0.4220798111004115,20.1008218404885
Mallat,1024,Long,moment_quant_exact,Transformation (inference),1.5775685347325634,75.12897614114014
Mallat,1024,Long,moment_quant_exact,Transformation (training),0.05511497923216661,2.62475567215521
Mallat,1024,Long,quant,Classification (inference),0.049047237433114746,1.8735480979514052
Mallat,1024,Long,quant,Classification (training),0.4185302402998786,15.987374145553087
Mallat,1024,Long,quant,Transformation (inference),2.08458983333306,79.62893572907124
Mallat,1024,Long,quant,Transformation (training),0.06571250140016972,2.5101420274242465
Meat,448,Medium-long,moment_quant_approx,Classification (inference),0.005220363967479553,2.4610324291912775
Meat,448,Medium-long,moment_quant_approx,Classification (training),0.1449871735332029,68.35119890199365
Meat,448,Medium-long,moment_quant_approx,Transformation (inference),0.030013030500413096,14.149021374746294
Meat,448,Medium-long,moment_quant_approx,Transformation (training),0.03190032506633235,15.038747294068784
Meat,448,Medium-long,moment_quant_exact,Classification (inference),0.00510476660056151,2.423801793506049
Meat,448,Medium-long,moment_quant_exact,Classification (training),0.14758685413374523,70.07593289533334
Meat,448,Medium-long,moment_quant_exact,Transformation (inference),0.027109930665998597,12.872106349160843
Meat,448,Medium-long,moment_quant_exact,Transformation (training),0.0308083513664314,14.62815896199977
Meat,448,Medium-long,quant,Classification (inference),0.005025652766926167,2.1640265030492722
Meat,448,Medium-long,quant,Classification (training),0.14678796813338216,63.20632723770065
Meat,448,Medium-long,quant,Transformation (inference),0.03984892783264508,17.15879308563632
Meat,448,Medium-long,quant,Transformation (training),0.040573644300942104,17.470853173613754
MedicalImages,99,Short,moment_quant_approx,Classification (inference),0.015530534733018863,2.4277412274706505
MedicalImages,99,Short,moment_quant_approx,Classification (training),0.5472372278328597,85.54440668369284
MedicalImages,99,Short,moment_quant_approx,Transformation (inference),0.04469814440041465,6.987237066706558
MedicalImages,99,Short,moment_quant_approx,Transformation (training),0.03224538340048937,5.040615022129948
MedicalImages,99,Short,moment_quant_exact,Classification (inference),0.015985757000210734,2.08079320113017
MedicalImages,99,Short,moment_quant_exact,Classification (training),0.5494172362001942,71.51513998705362
MedicalImages,99,Short,moment_quant_exact,Transformation (inference),0.1327997470994887,17.28593840584336
MedicalImages,99,Short,moment_quant_exact,Transformation (training),0.07005029856663891,9.118128405972845
MedicalImages,99,Short,quant,Classification (inference),0.015177934699507456,2.3152038867922276
MedicalImages,99,Short,quant,Classification (training),0.5498253028007942,83.86896526458382
MedicalImages,99,Short,quant,Transformation (inference),0.0538661749992267,8.216610506888465
MedicalImages,99,Short,quant,Transformation (training),0.03670717779968977,5.599220341735493
MelbournePedestrian,24,Short,moment_quant_approx,Classification (inference),0.0224368958336223,6.117128337730052
MelbournePedestrian,24,Short,moment_quant_approx,Classification (training),0.29767876529998216,81.1582504219807
MelbournePedestrian,24,Short,moment_quant_approx,Transformation (inference),0.029807734699473513,8.126691854603644
MelbournePedestrian,24,Short,moment_quant_approx,Transformation (training),0.016864655600026354,4.59792938568561
MelbournePedestrian,24,Short,moment_quant_exact,Classification (inference),0.023407779199381622,4.87862933173069
MelbournePedestrian,24,Short,moment_quant_exact,Classification (training),0.30204261799954113,62.951464256985865
MelbournePedestrian,24,Short,moment_quant_exact,Transformation (inference),0.10091046676679975,21.031673225119526
MelbournePedestrian,24,Short,moment_quant_exact,Transformation (training),0.05344150689973802,11.138233186163921
MelbournePedestrian,24,Short,quant,Classification (inference),0.022626629133204255,6.436942313177377
MelbournePedestrian,24,Short,quant,Classification (training),0.29631429176661184,84.29704625655748
MelbournePedestrian,24,Short,quant,Transformation (inference),0.01963166106628094,5.584918064974055
MelbournePedestrian,24,Short,quant,Transformation (training),0.012939487466064697,3.6810933652910847
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Classification (inference),0.0069754916999954265,1.5606383541208262
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Classification (training),0.388470227666888,86.91308983012513
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Transformation (inference),0.02123860553256231,4.751748522929394
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Transformation (training),0.030279680667687544,6.774523292824658
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Classification (inference),0.006895203032763623,1.4136981986292922
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Classification (training),0.38492256809986425,78.91926293524035
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Transformation (inference),0.027161152634168153,5.56875154642529
MiddlePhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Transformation (training),0.06876330010030259,14.098287319705051
MiddlePhalanxOutlineAgeGroup,80,Short,quant,Classification (inference),0.006916448600046913,1.5463660087291935
MiddlePhalanxOutlineAgeGroup,80,Short,quant,Classification (training),0.38473935970105233,86.0192712279979
MiddlePhalanxOutlineAgeGroup,80,Short,quant,Transformation (inference),0.023659884732963543,5.289830610648571
MiddlePhalanxOutlineAgeGroup,80,Short,quant,Transformation (training),0.03195542913260089,7.14453215262432
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_approx,Classification (inference),0.009022833366422326,1.366081031327343
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_approx,Classification (training),0.5888218874664745,89.14920387333507
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_approx,Transformation (inference),0.025291656900177824,3.8292242956351914
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_approx,Transformation (training),0.03735397089985777,5.655490799702397
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_exact,Classification (inference),0.008708351399642749,1.169438086908966
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_exact,Classification (training),0.585575015333355,78.63643693813505
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_exact,Transformation (inference),0.04864438749985609,6.532418921338412
MiddlePhalanxOutlineCorrect,80,Short,moment_quant_exact,Transformation (training),0.1017334208328975,13.661706053617571
MiddlePhalanxOutlineCorrect,80,Short,quant,Classification (inference),0.0087577083674356,1.3243451329507114
MiddlePhalanxOutlineCorrect,80,Short,quant,Classification (training),0.5854623208326909,88.53391122315237
MiddlePhalanxOutlineCorrect,80,Short,quant,Transformation (inference),0.028128186033184895,4.253558660424819
MiddlePhalanxOutlineCorrect,80,Short,quant,Transformation (training),0.03893774033349468,5.888184983472104
MiddlePhalanxTW,80,Short,moment_quant_approx,Classification (inference),0.00748050973294686,1.3102244445057258
MiddlePhalanxTW,80,Short,moment_quant_approx,Classification (training),0.5102519373996377,89.37152481640382
MiddlePhalanxTW,80,Short,moment_quant_approx,Transformation (inference),0.02134063616710283,3.7378499815715345
MiddlePhalanxTW,80,Short,moment_quant_approx,Transformation (training),0.03186037503376909,5.5804007575189045
MiddlePhalanxTW,80,Short,moment_quant_exact,Classification (inference),0.007247700000637707,1.1874452801089985
MiddlePhalanxTW,80,Short,moment_quant_exact,Classification (training),0.5064513541668324,82.97573989780228
MiddlePhalanxTW,80,Short,moment_quant_exact,Transformation (inference),0.027050389032956406,4.431868976291798
MiddlePhalanxTW,80,Short,moment_quant_exact,Transformation (training),0.06961131379988118,11.404945845796913
MiddlePhalanxTW,80,Short,quant,Classification (inference),0.007316931832853347,1.2837853991925943
MiddlePhalanxTW,80,Short,quant,Classification (training),0.5062613500003257,88.82560944298146
MiddlePhalanxTW,80,Short,quant,Transformation (inference),0.02396735976678121,4.205170586342736
MiddlePhalanxTW,80,Short,quant,Transformation (training),0.032404120833477115,5.685434571483218
MixedShapesRegularTrain,1024,Long,moment_quant_approx,Classification (inference),0.04783791663382237,1.1848897585772362
MixedShapesRegularTrain,1024,Long,moment_quant_approx,Classification (training),2.9694881888996556,73.55078128037887
MixedShapesRegularTrain,1024,Long,moment_quant_approx,Transformation (inference),0.8398895723003079,20.803091409102883
MixedShapesRegularTrain,1024,Long,moment_quant_approx,Transformation (training),0.18011490820014536,4.461237551940999
MixedShapesRegularTrain,1024,Long,moment_quant_exact,Classification (inference),0.04583044170067292,0.9533869738015862
MixedShapesRegularTrain,1024,Long,moment_quant_exact,Classification (training),2.8188014429996353,58.63806844893463
MixedShapesRegularTrain,1024,Long,moment_quant_exact,Transformation (inference),1.6300873874999524,33.90986479141646
MixedShapesRegularTrain,1024,Long,moment_quant_exact,Transformation (training),0.31239923896694866,6.498679785847332
MixedShapesRegularTrain,1024,Long,quant,Classification (inference),0.04956545126672907,0.8491899823554724
MixedShapesRegularTrain,1024,Long,quant,Classification (training),2.821165788932558,48.334185714024244
MixedShapesRegularTrain,1024,Long,quant,Transformation (inference),2.4794546291333974,42.47975109586715
MixedShapesRegularTrain,1024,Long,quant,Transformation (training),0.4866059318665066,8.336873207753127
MixedShapesSmallTrain,1024,Long,moment_quant_approx,Classification (inference),0.04104986396705493,2.615302785229262
MixedShapesSmallTrain,1024,Long,moment_quant_approx,Classification (training),0.631140387400228,40.21019934105554
MixedShapesSmallTrain,1024,Long,moment_quant_approx,Transformation (inference),0.8369534653327719,53.32263051465405
MixedShapesSmallTrain,1024,Long,moment_quant_approx,Transformation (training),0.06045901530087572,3.8518673590611376
MixedShapesSmallTrain,1024,Long,moment_quant_exact,Classification (inference),0.03933891943330912,1.6807786775235387
MixedShapesSmallTrain,1024,Long,moment_quant_exact,Classification (training),0.6061942374995851,25.900008528557503
MixedShapesSmallTrain,1024,Long,moment_quant_exact,Transformation (inference),1.6242843000004845,69.398510609965
MixedShapesSmallTrain,1024,Long,moment_quant_exact,Transformation (training),0.07070006386663101,3.020702183953962
MixedShapesSmallTrain,1024,Long,quant,Classification (inference),0.043145411133445985,1.3337535004887862
MixedShapesSmallTrain,1024,Long,quant,Classification (training),0.6057006416662868,18.724015598601415
MixedShapesSmallTrain,1024,Long,quant,Transformation (inference),2.4727809291667655,76.44104282648591
MixedShapesSmallTrain,1024,Long,quant,Transformation (training),0.11325945826659635,3.501188074423882
MoteStrain,84,Short,moment_quant_approx,Classification (inference),0.010732748568019153,6.956076805390144
MoteStrain,84,Short,moment_quant_approx,Classification (training),0.06583695553296512,42.670050119778764
MoteStrain,84,Short,moment_quant_approx,Transformation (inference),0.05948118053323312,38.55076429325222
MoteStrain,84,Short,moment_quant_approx,Transformation (training),0.018242244500045926,11.823108781578881
MoteStrain,84,Short,moment_quant_exact,Classification (inference),0.009274751366804843,3.1922539405679218
MoteStrain,84,Short,moment_quant_exact,Classification (training),0.06660645840020148,22.925113664644343
MoteStrain,84,Short,moment_quant_exact,Transformation (inference),0.20841181383366345,71.73275138701833
MoteStrain,84,Short,moment_quant_exact,Transformation (training),0.006246248633882053,2.1498810077693964
MoteStrain,84,Short,quant,Classification (inference),0.009390052833138379,5.61472998976355
MoteStrain,84,Short,quant,Classification (training),0.06463224856682544,38.64649441090734
MoteStrain,84,Short,quant,Transformation (inference),0.07266224996637898,43.44798919236403
MoteStrain,84,Short,quant,Transformation (training),0.0205550639002467,12.290786406965092
NonInvasiveFetalECGThorax1,750,Long,moment_quant_approx,Classification (inference),0.0769903403333349,0.48904543388265187
NonInvasiveFetalECGThorax1,750,Long,moment_quant_approx,Classification (training),14.75287876529983,93.71082093619964
NonInvasiveFetalECGThorax1,750,Long,moment_quant_approx,Transformation (inference),0.4724497805334977,3.001018139527945
NonInvasiveFetalECGThorax1,750,Long,moment_quant_approx,Transformation (training),0.4406642804666868,2.7991154903897626
NonInvasiveFetalECGThorax1,750,Long,moment_quant_exact,Classification (inference),0.08130547503315025,0.44096559305636374
NonInvasiveFetalECGThorax1,750,Long,moment_quant_exact,Classification (training),16.621340949966058,90.14693618609833
NonInvasiveFetalECGThorax1,750,Long,moment_quant_exact,Transformation (inference),0.8927715875676464,4.842005442008977
NonInvasiveFetalECGThorax1,750,Long,moment_quant_exact,Transformation (training),0.8426361833662668,4.57009277883632
NonInvasiveFetalECGThorax1,750,Long,quant,Classification (inference),0.08121176800074556,0.417669183753774
NonInvasiveFetalECGThorax1,750,Long,quant,Classification (training),16.617409136100225,85.46273379879834
NonInvasiveFetalECGThorax1,750,Long,quant,Transformation (inference),1.4295187444993644,7.3519631683217135
NonInvasiveFetalECGThorax1,750,Long,quant,Transformation (training),1.3159015111663999,6.767633849126179
NonInvasiveFetalECGThorax2,750,Long,moment_quant_approx,Classification (inference),0.07422108183236555,0.5143585800719414
NonInvasiveFetalECGThorax2,750,Long,moment_quant_approx,Classification (training),13.429151187434279,93.06519072224053
NonInvasiveFetalECGThorax2,750,Long,moment_quant_approx,Transformation (inference),0.4739396251662887,3.284442999509845
NonInvasiveFetalECGThorax2,750,Long,moment_quant_approx,Transformation (training),0.45252065973278754,3.136007698177691
NonInvasiveFetalECGThorax2,750,Long,moment_quant_exact,Classification (inference),0.07753149576528809,0.46376042479506535
NonInvasiveFetalECGThorax2,750,Long,moment_quant_exact,Classification (training),14.90225912916673,89.13897450231687
NonInvasiveFetalECGThorax2,750,Long,moment_quant_exact,Transformation (inference),0.9004640778672183,5.386193045063926
NonInvasiveFetalECGThorax2,750,Long,moment_quant_exact,Transformation (training),0.8377513235987862,5.011072027824146
NonInvasiveFetalECGThorax2,750,Long,quant,Classification (inference),0.07760680003193551,0.4372824404972533
NonInvasiveFetalECGThorax2,750,Long,quant,Classification (training),14.891056715232844,83.90498795647395
NonInvasiveFetalECGThorax2,750,Long,quant,Transformation (inference),1.4407238583679525,8.117887151776758
NonInvasiveFetalECGThorax2,750,Long,quant,Transformation (training),1.3381352443999883,7.5398424512520394
OSULeaf,427,Medium-long,moment_quant_approx,Classification (inference),0.007842295966111067,0.9939082127542446
OSULeaf,427,Medium-long,moment_quant_approx,Classification (training),0.6781922542327569,85.95197812236013
OSULeaf,427,Medium-long,moment_quant_approx,Transformation (inference),0.05296597626705377,6.712743185906124
OSULeaf,427,Medium-long,moment_quant_approx,Transformation (training),0.05003571103322121,6.341370478979498
OSULeaf,427,Medium-long,moment_quant_exact,Classification (inference),0.007813787599782957,0.9142181116416297
OSULeaf,427,Medium-long,moment_quant_exact,Classification (training),0.6990427012671716,81.7884400040627
OSULeaf,427,Medium-long,moment_quant_exact,Transformation (inference),0.054104108299846555,6.3302150321201305
OSULeaf,427,Medium-long,moment_quant_exact,Transformation (training),0.09373561813263218,10.967126852175536
OSULeaf,427,Medium-long,quant,Classification (inference),0.008195138900676536,0.9204024695798877
OSULeaf,427,Medium-long,quant,Classification (training),0.6989972777339669,78.50493182035638
OSULeaf,427,Medium-long,quant,Transformation (inference),0.09779982923258403,10.983975432403053
OSULeaf,427,Medium-long,quant,Transformation (training),0.08539420696542943,9.590690277660682
OliveOil,570,Medium-long,moment_quant_approx,Classification (inference),0.00485913613326067,2.1833758783515163
OliveOil,570,Medium-long,moment_quant_approx,Classification (training),0.1562653292341565,70.21535127141338
OliveOil,570,Medium-long,moment_quant_approx,Transformation (inference),0.029767454166479444,13.37553416998267
OliveOil,570,Medium-long,moment_quant_approx,Transformation (training),0.03165959719941985,14.225738680252427
OliveOil,570,Medium-long,moment_quant_exact,Classification (inference),0.00488232923380561,2.4161265838324786
OliveOil,570,Medium-long,moment_quant_exact,Classification (training),0.15993816256595889,79.14887092604448
OliveOil,570,Medium-long,moment_quant_exact,Transformation (inference),0.016691287399832274,8.260045825235824
OliveOil,570,Medium-long,moment_quant_exact,Transformation (training),0.02056079706671876,10.17495666488721
OliveOil,570,Medium-long,quant,Classification (inference),0.004886637400826,2.1176760258124108
OliveOil,570,Medium-long,quant,Classification (training),0.15781468883384753,68.39066532908576
OliveOil,570,Medium-long,quant,Transformation (inference),0.03328266399936785,14.423394626070962
OliveOil,570,Medium-long,quant,Transformation (training),0.0347707305666214,15.068264019030865
PLAID,1345,Long,moment_quant_approx,Classification (inference),0.019974406901746948,0.25677950585395676
PLAID,1345,Long,moment_quant_approx,Classification (training),7.324865488999543,94.1642647996474
PLAID,1345,Long,moment_quant_approx,Transformation (inference),0.2152356318979097,2.7669456956980123
PLAID,1345,Long,moment_quant_approx,Transformation (training),0.21874110140148936,2.8120099988006277
PLAID,1345,Long,moment_quant_exact,Classification (inference),0.019376080467191015,0.23643534531115662
PLAID,1345,Long,moment_quant_exact,Classification (training),7.219179822133446,88.09156614515771
PLAID,1345,Long,moment_quant_exact,Transformation (inference),0.4829313431997434,5.892937897546067
PLAID,1345,Long,moment_quant_exact,Transformation (training),0.4735990014320122,5.779060611985066
PLAID,1345,Long,quant,Classification (inference),0.019503119567040463,0.21649414950379647
PLAID,1345,Long,quant,Classification (training),7.225216667965772,80.203432693679
PLAID,1345,Long,quant,Transformation (inference),0.8818603152001743,9.789080063020027
PLAID,1345,Long,quant,Transformation (training),0.8820326527347788,9.790993093797159
PhalangesOutlinesCorrect,80,Short,moment_quant_approx,Classification (inference),0.018492238900701775,0.9090614613463815
PhalangesOutlinesCorrect,80,Short,moment_quant_approx,Classification (training),1.8966194971993293,93.23607060238828
PhalangesOutlinesCorrect,80,Short,moment_quant_approx,Transformation (inference),0.04388217226660341,2.157207240396309
PhalangesOutlinesCorrect,80,Short,moment_quant_approx,Transformation (training),0.07521826396696266,3.697660695869013
PhalangesOutlinesCorrect,80,Short,moment_quant_exact,Classification (inference),0.01853554996754,0.791972500846394
PhalangesOutlinesCorrect,80,Short,moment_quant_exact,Classification (training),1.8951161666993963,80.97304329052753
PhalangesOutlinesCorrect,80,Short,moment_quant_exact,Transformation (inference),0.14016639719945181,5.988920335197996
PhalangesOutlinesCorrect,80,Short,moment_quant_exact,Transformation (training),0.2866103666339768,12.246063873428074
PhalangesOutlinesCorrect,80,Short,quant,Classification (inference),0.018453705566450138,0.9005105927072578
PhalangesOutlinesCorrect,80,Short,quant,Classification (training),1.8957935333002145,92.51161790651493
PhalangesOutlinesCorrect,80,Short,quant,Transformation (inference),0.05087406256643585,2.4825708890910874
PhalangesOutlinesCorrect,80,Short,quant,Transformation (training),0.0841278374328491,4.105300611686741
PhoneHeartbeatSound,3053,Long,moment_quant_approx,Classification (inference),0.012260402701212973,0.07829115860465606
PhoneHeartbeatSound,3053,Long,moment_quant_approx,Classification (training),15.039642223565897,96.03852690466584
PhoneHeartbeatSound,3053,Long,moment_quant_approx,Transformation (inference),0.19309251390028895,1.2330293710208757
PhoneHeartbeatSound,3053,Long,moment_quant_approx,Transformation (training),0.4150141376667307,2.65015256570863
PhoneHeartbeatSound,3053,Long,moment_quant_exact,Classification (inference),0.01226952090170619,0.07086131522609884
