Dataset,SeriesLength,LengthBin,Estimator,Stage,MeanTime,PctOfTotal
UMD,150,Medium-short,moment_quant_approx,Transformation (inference),0.025275355633736243,17.581566957617042
UMD,150,Medium-short,moment_quant_approx,Transformation (training),0.02076041666490099,14.440970127233395
UMD,150,Medium-short,moment_quant_exact,Classification (inference),0.005884616666783836,3.896470800579745
UMD,150,Medium-short,moment_quant_exact,Classification (training),0.09794231250028432,64.85203411001267
UMD,150,Medium-short,moment_quant_exact,Transformation (inference),0.03503744303355531,23.199875444365873
UMD,150,Medium-short,moment_quant_exact,Transformation (training),0.0121598999665972,8.051619645041711
UMD,150,Medium-short,quant,Classification (inference),0.005441327867447347,3.357263535655113
UMD,150,Medium-short,quant,Classification (training),0.09658265830124337,59.59086546341799
UMD,150,Medium-short,quant,Transformation (inference),0.034212865231772055,21.109113012665265
UMD,150,Medium-short,quant,Transformation (training),0.025839429167293274,15.942757988261642
UWaveGestureLibraryAll,945,Long,moment_quant_approx,Classification (inference),0.11070948470102542,1.2919577160798736
UWaveGestureLibraryAll,945,Long,moment_quant_approx,Classification (training),6.9358363500330595,80.93983378290878
UWaveGestureLibraryAll,945,Long,moment_quant_approx,Transformation (inference),1.2556518082657324,14.653207417408685
UWaveGestureLibraryAll,945,Long,moment_quant_approx,Transformation (training),0.2669283681010711,3.1150010836026727
UWaveGestureLibraryAll,945,Long,moment_quant_exact,Classification (inference),0.11227926663511117,1.1543119320227648
UWaveGestureLibraryAll,945,Long,moment_quant_exact,Classification (training),6.830202202865621,70.21941037892807
UWaveGestureLibraryAll,945,Long,moment_quant_exact,Transformation (inference),2.2678411832326675,23.315044853699412
UWaveGestureLibraryAll,945,Long,moment_quant_exact,Transformation (training),0.516620604134611,5.311232835349737
UWaveGestureLibraryAll,945,Long,quant,Classification (inference),0.11775433756653603,1.093554970297865
UWaveGestureLibraryAll,945,Long,quant,Classification (training),6.821362431799935,63.34828037466566
UWaveGestureLibraryAll,945,Long,quant,Transformation (inference),3.066734720899937,28.47999543736736
UWaveGestureLibraryAll,945,Long,quant,Transformation (training),0.7621794514668484,7.078169217669109
UWaveGestureLibraryX,315,Medium-short,moment_quant_approx,Classification (inference),0.10039965956433052,2.744448585528717
UWaveGestureLibraryX,315,Medium-short,moment_quant_approx,Classification (training),2.953990940231112,80.74804528980854
UWaveGestureLibraryX,315,Medium-short,moment_quant_approx,Transformation (inference),0.48920017086929873,13.372403081928779
UWaveGestureLibraryX,315,Medium-short,moment_quant_approx,Transformation (training),0.1146908999677786,3.1351030427339523
UWaveGestureLibraryX,315,Medium-short,moment_quant_exact,Classification (inference),0.10247234436780364,2.683031914115204
UWaveGestureLibraryX,315,Medium-short,moment_quant_exact,Classification (training),2.9446843472008672,77.10062777696909
UWaveGestureLibraryX,315,Medium-short,moment_quant_exact,Transformation (inference),0.6266410069981551,16.40733244508062
UWaveGestureLibraryX,315,Medium-short,moment_quant_exact,Transformation (training),0.14547645276567586,3.8090078638350895
UWaveGestureLibraryX,315,Medium-short,quant,Classification (inference),0.10214092073438219,2.4764380689513446
UWaveGestureLibraryX,315,Medium-short,quant,Classification (training),2.9409203735325717,71.30351986653962
UWaveGestureLibraryX,315,Medium-short,quant,Transformation (inference),0.8789077056673704,21.30938790995934
UWaveGestureLibraryX,315,Medium-short,quant,Transformation (training),0.20254039179999378,4.910654154549698
UWaveGestureLibraryY,315,Medium-short,moment_quant_approx,Classification (inference),0.11030251667010206,2.8614471473052903
UWaveGestureLibraryY,315,Medium-short,moment_quant_approx,Classification (training),3.146933594465857,81.63715959061423
UWaveGestureLibraryY,315,Medium-short,moment_quant_approx,Transformation (inference),0.4829807000317184,12.529394505500669
UWaveGestureLibraryY,315,Medium-short,moment_quant_approx,Transformation (training),0.11456403893389502,2.971998756579801
UWaveGestureLibraryY,315,Medium-short,moment_quant_exact,Classification (inference),0.11018731816584475,2.7622362257124395
UWaveGestureLibraryY,315,Medium-short,moment_quant_exact,Classification (training),3.1135034514692963,78.05101499598031
UWaveGestureLibraryY,315,Medium-short,moment_quant_exact,Transformation (inference),0.6222565180335854,15.599068244959296
UWaveGestureLibraryY,315,Medium-short,moment_quant_exact,Transformation (training),0.143114804130649,3.587680533347957
UWaveGestureLibraryY,315,Medium-short,quant,Classification (inference),0.1101297805997698,2.573930771574932
UWaveGestureLibraryY,315,Medium-short,quant,Classification (training),3.111555223565665,72.72263409382589
UWaveGestureLibraryY,315,Medium-short,quant,Transformation (inference),0.8593098124343669,20.08361368283452
UWaveGestureLibraryY,315,Medium-short,quant,Transformation (training),0.19766651399938076,4.619821451764672
UWaveGestureLibraryZ,315,Medium-short,moment_quant_approx,Classification (inference),0.10852854723246609,2.8421614618135003
UWaveGestureLibraryZ,315,Medium-short,moment_quant_approx,Classification (training),3.1176408208334276,81.64523361553552
UWaveGestureLibraryZ,315,Medium-short,moment_quant_approx,Transformation (inference),0.479610793000514,12.560117566266426
UWaveGestureLibraryZ,315,Medium-short,moment_quant_approx,Transformation (training),0.11274136526578024,2.9524873563845513
UWaveGestureLibraryZ,315,Medium-short,moment_quant_exact,Classification (inference),0.10949668339793178,2.758948936986338
UWaveGestureLibraryZ,315,Medium-short,moment_quant_exact,Classification (training),3.1009072611317,78.13245594573065
UWaveGestureLibraryZ,315,Medium-short,moment_quant_exact,Transformation (inference),0.614974224936547,15.495286537553074
UWaveGestureLibraryZ,315,Medium-short,moment_quant_exact,Transformation (training),0.1434043596348298,3.6133085797299445
UWaveGestureLibraryZ,315,Medium-short,quant,Classification (inference),0.10962876103294543,2.5599748238182944
UWaveGestureLibraryZ,315,Medium-short,quant,Classification (training),3.0993431180667055,72.37371176931276
UWaveGestureLibraryZ,315,Medium-short,quant,Transformation (inference),0.8725316431004709,20.374754017796118
UWaveGestureLibraryZ,315,Medium-short,quant,Transformation (training),0.20091207083411666,4.691559389072828
Wafer,152,Medium-short,moment_quant_approx,Classification (inference),0.07001849720060511,6.900546420836648
Wafer,152,Medium-short,moment_quant_approx,Classification (training),0.33689536949920385,33.20211414326212
Wafer,152,Medium-short,moment_quant_approx,Transformation (inference),0.536452817999816,52.869137744995356
Wafer,152,Medium-short,moment_quant_approx,Transformation (training),0.07131379030130723,7.0282016909058695
Wafer,152,Medium-short,moment_quant_exact,Classification (inference),0.03772064586470751,4.202438131611923
Wafer,152,Medium-short,moment_quant_exact,Classification (training),0.3570504638676842,39.77881210329896
Wafer,152,Medium-short,moment_quant_exact,Transformation (inference),0.4342596986340747,48.380654008621086
Wafer,152,Medium-short,moment_quant_exact,Transformation (training),0.06855874996545022,7.638095756468026
Wafer,152,Medium-short,quant,Classification (inference),0.03829343613324449,3.5116686044903958
Wafer,152,Medium-short,quant,Classification (training),0.3583105000007587,32.85857474721506
Wafer,152,Medium-short,quant,Transformation (inference),0.5919030818991208,54.27999363582155
Wafer,152,Medium-short,quant,Transformation (training),0.10195567779980287,9.349763012472993
Wine,234,Medium-short,moment_quant_approx,Classification (inference),0.00512635413275949,2.75315542176975
Wine,234,Medium-short,moment_quant_approx,Classification (training),0.1436765528002676,77.16280812428276
Wine,234,Medium-short,moment_quant_approx,Transformation (inference),0.017774583333812138,9.546002716133273
Wine,234,Medium-short,moment_quant_approx,Transformation (training),0.019621737434742152,10.538033737814212
Wine,234,Medium-short,moment_quant_exact,Classification (inference),0.005058432033304853,2.821732109347381
Wine,234,Medium-short,moment_quant_exact,Classification (training),0.14171740010157613,79.05385219905502
Wine,234,Medium-short,moment_quant_exact,Transformation (inference),0.013993858298635998,7.806157923035352
Wine,234,Medium-short,moment_quant_exact,Transformation (training),0.018497222132282283,10.318257768562251
Wine,234,Medium-short,quant,Classification (inference),0.00509174173300072,2.5087113988357275
Wine,234,Medium-short,quant,Classification (training),0.1407695805013645,69.3574556078229
Wine,234,Medium-short,quant,Transformation (inference),0.027979176365867362,13.785396502764195
Wine,234,Medium-short,quant,Transformation (training),0.02912193603309177,14.34843649057718
WordSynonyms,270,Medium-short,moment_quant_approx,Classification (inference),0.01547212073346595,1.1594266631760095
WordSynonyms,270,Medium-short,moment_quant_approx,Classification (training),1.205702580602277,90.35113827587416
WordSynonyms,270,Medium-short,moment_quant_approx,Transformation (inference),0.0724121277661955,5.426311823423031
WordSynonyms,270,Medium-short,moment_quant_approx,Transformation (training),0.04087624863022934,3.0631232375267987
WordSynonyms,270,Medium-short,moment_quant_exact,Classification (inference),0.015857005432674924,1.128794480520234
WordSynonyms,270,Medium-short,moment_quant_exact,Classification (training),1.2232924056671133,87.08111512240437
WordSynonyms,270,Medium-short,moment_quant_exact,Transformation (inference),0.08174207216749584,5.818879250607084
WordSynonyms,270,Medium-short,moment_quant_exact,Transformation (training),0.08388199023223321,5.971211146468308
WordSynonyms,270,Medium-short,quant,Classification (inference),0.015648981901661745,1.093474480291723
WordSynonyms,270,Medium-short,quant,Classification (training),1.225123972298267,85.6056839556779
WordSynonyms,270,Medium-short,quant,Transformation (inference),0.12646357220025187,8.836657218756251
WordSynonyms,270,Medium-short,quant,Transformation (training),0.06388803880108748,4.4641843452741305
Worms,900,Long,moment_quant_approx,Classification (inference),0.006123020833668567,0.3872034049149438
Worms,900,Long,moment_quant_approx,Classification (training),1.4505275818674515,91.72747143595927
Worms,900,Long,moment_quant_approx,Transformation (inference),0.04865383333429534,3.0767378457401278
Worms,900,Long,moment_quant_approx,Transformation (training),0.07604034449759633,4.808587313385636
Worms,900,Long,moment_quant_exact,Classification (inference),0.0062518652659491036,0.3870241217481111
Worms,900,Long,moment_quant_exact,Classification (training),1.4320625624677632,88.65238324090711
Worms,900,Long,moment_quant_exact,Transformation (inference),0.07339952769980296,4.543825968141659
Worms,900,Long,moment_quant_exact,Transformation (training),0.10365441946535911,6.416766669203123
Worms,900,Long,quant,Classification (inference),0.006227266699715933,0.366633512726025
Worms,900,Long,quant,Classification (training),1.4276467429333328,84.0534323537794
Worms,900,Long,quant,Transformation (inference),0.08748511806722183,5.150731082338216
Worms,900,Long,quant,Transformation (training),0.17713991386699487,10.429203051156366
WormsTwoClass,900,Long,moment_quant_approx,Classification (inference),0.00598934446607013,0.4958804502167129
WormsTwoClass,900,Long,moment_quant_approx,Classification (training),1.0784972666675459,89.29286221259976
WormsTwoClass,900,Long,moment_quant_approx,Transformation (inference),0.046780475033059044,3.873132218752802
WormsTwoClass,900,Long,moment_quant_approx,Transformation (training),0.07655315830003621,6.3381251184307414
WormsTwoClass,900,Long,moment_quant_exact,Classification (inference),0.0059632902329515465,0.47709447097037033
WormsTwoClass,900,Long,moment_quant_exact,Classification (training),1.0669291472009113,85.35992332453411
WormsTwoClass,900,Long,moment_quant_exact,Transformation (inference),0.07367120140018714,5.8940822070934535
WormsTwoClass,900,Long,moment_quant_exact,Transformation (training),0.10335447923231787,8.268899997402068
WormsTwoClass,900,Long,quant,Classification (inference),0.006062593065629047,0.45411584362959767
WormsTwoClass,900,Long,quant,Classification (training),1.0653925708994696,79.80275781226607
WormsTwoClass,900,Long,quant,Transformation (inference),0.08676958193391324,6.499437035399645
WormsTwoClass,900,Long,quant,Transformation (training),0.1768075263011269,13.243689308704676
Yoga,426,Medium-long,moment_quant_approx,Classification (inference),0.06387098046786069,3.7996654627886084
Yoga,426,Medium-long,moment_quant_approx,Classification (training),1.0304472959023163,61.30100043530906
Yoga,426,Medium-long,moment_quant_approx,Transformation (inference),0.5235064207653826,31.143239887028624
Yoga,426,Medium-long,moment_quant_approx,Transformation (training),0.06313856379808078,3.7560942148737007
Yoga,426,Medium-long,moment_quant_exact,Classification (inference),0.06531562773307083,3.4738554414670944
